datapoint,attr_val,score
9815,1,1.0
8199,1,1.0
4384,1,1.0
8827,1,1.0
6900,1,1.0
8810,1,1.0
8557,1,1.0
1821,1,1.0
8421,1,1.0
7207,1,1.0
4141,1,1.0
1694,1,1.0
1060,1,1.0
9127,1,1.0
986,1,1.0
4747,1,1.0
4608,1,1.0
6731,1,1.0
8859,1,1.0
4444,1,1.0
8010,1,1.0
8002,1,1.0
2400,1,1.0
8111,1,1.0
3178,1,1.0
2861,1,1.0
2622,1,1.0
2658,1,1.0
2324,1,1.0
3632,1,1.0
1996,1,1.0
1967,1,1.0
7229,1,1.0
7258,1,1.0
8330,1,1.0
2054,1,1.0
8208,1,1.0
2253,1,1.0
2273,1,1.0
8166,1,1.0
5010,1,1.0
5430,1,1.0
422,1,1.0
9367,1,1.0
9861,1,1.0
6026,1,1.0
9804,1,1.0
6149,1,1.0
9617,1,1.0
692,1,1.0
5883,1,1.0
5211,1,1.0
9562,1,1.0
9935,1,1.0
541,1,1.0
606,1,1.0
6228,1,1.0
248,1,1.0000000000000002
6969,1,2.0
8081,1,2.0
6254,1,2.0
51,1,2.0
6420,1,2.0
4678,1,2.0
2367,1,2.0
7529,1,2.0
4513,1,2.0
1203,1,2.0
7491,1,2.0
4446,1,2.0
1002,1,2.0
4768,1,2.0
1017,1,2.0
9282,1,2.0
4600,1,2.0
824,1,2.0
9344,1,2.0
6341,1,2.0
4161,1,2.0
4272,1,2.0
6893,1,2.0
4135,1,2.0
3579,1,2.0
2103,1,2.0
1407,1,2.0
5799,1,2.0000000000000004
1639,1,2.0000000000000004
5036,1,2.0000000000000004
5650,1,2.000000000000001
3366,1,2.23606797749979
7765,1,2.23606797749979
3391,1,2.23606797749979
7057,1,2.23606797749979
6794,1,2.23606797749979
5553,1,2.23606797749979
4411,1,2.23606797749979
4312,1,2.23606797749979
4295,1,2.23606797749979
7014,1,2.23606797749979
5518,1,2.23606797749979
6861,1,2.23606797749979
5500,1,2.23606797749979
5157,1,2.23606797749979
1942,1,2.23606797749979
517,1,2.23606797749979
2114,1,2.23606797749979
9236,1,3.0
520,1,3.0
9293,1,3.0
1702,1,3.0
1701,1,3.0
6211,1,3.0
7285,0,1.0
9746,1,3.0
7308,0,1.0
9906,1,3.0
3915,0,1.0
6620,1,3.0
4715,0,1.0
5484,1,3.1622776601683795
6491,0,1.0
3699,1,4.0
4314,0,1.0
1167,1,4.0
9000,0,1.0
4688,1,4.0
3111,0,1.0
2766,0,1.0
1249,1,4.0
3031,0,1.0
650,1,4.0
2326,0,1.0
8159,1,4.0
3662,0,1.0
2325,1,4.0
2229,0,1.0
2318,1,4.0
9875,0,1.0
2298,1,4.0
4995,0,1.0
5327,1,4.0
5371,0,1.0
2840,1,4.0
5832,0,1.0
7257,1,4.0
85,0,1.0
