datapoint,attr_val,score
5214,1,1.0
7513,1,1.0
7479,1,1.0
936,1,1.0
5557,1,1.0
5001,1,1.0
2981,1,1.0
8206,1,1.0
8208,1,1.0
1960,1,1.0
5021,1,1.0
7910,1,1.0
2509,1,1.0
3012,1,1.0
8272,1,1.0
6026,1,1.0
6619,1,1.0
1478,1,1.0
6091,1,1.0
1352,1,1.0
1422,1,1.0
6411,1,1.0
3137,1,1.0
1547,1,1.0
5905,1,1.0
5917,1,1.0
6912,1,1.0
2908,1,1.0
3460,1,1.0
9252,1,1.0
3531,1,1.0
209,1,1.0
2744,1,1.0
242,1,1.0
9188,1,1.0
9816,1,1.0
8516,1,1.0
544,1,1.0
9932,1,1.0
9765,1,1.0
3787,1,1.0
8281,1,1.0
3655,1,1.0
5844,1,1.4142135623730951
2367,1,1.4142135623730951
3324,1,1.4142135623730951
3857,1,1.4142135623730951
3918,1,1.4142135623730951
4778,1,1.4142135623730951
1965,1,1.4142135623730951
4322,1,1.4142135623730951
5746,1,1.4142135623730951
4098,1,1.4142135623730951
5516,1,1.4142135623730951
5564,1,1.4142135623730951
628,1,1.4142135623730951
8154,1,1.4142135623730951
7960,1,1.4142135623730951
7922,1,1.4142135623730951
764,1,1.4142135623730951
7832,1,1.4142135623730951
216,1,1.4142135623730951
9917,1,1.4142135623730951
8591,1,1.4142135623730951
468,1,1.4142135623730951
261,1,1.4142135623730951
9026,1,1.4142135623730951
1367,1,1.4142135623730951
6747,1,1.4142135623730951
6742,1,1.4142135623730951
6946,1,1.4142135623730951
984,1,1.4142135623730951
6647,1,1.4142135623730951
2657,1,1.4142135623730951
6414,1,1.4142135623730951
2278,1,1.7320508075688772
2282,1,2.0
4363,1,2.23606797749979
9275,1,2.23606797749979
9683,1,2.23606797749979
728,1,2.23606797749979
1605,1,2.23606797749979
5518,1,2.23606797749979
7675,1,2.23606797749979
1651,1,2.23606797749979
8709,1,2.23606797749979
8732,1,2.23606797749979
6712,1,2.23606797749979
3417,1,2.23606797749979
356,1,2.449489742783178
5068,1,2.449489742783178
3624,1,2.449489742783178
1365,1,2.8284271247461903
7241,1,2.8284271247461903
511,1,2.8284271247461903
182,1,2.8284271247461903
8733,1,2.8284271247461903
6622,1,3.0
1430,1,3.0
7842,1,3.1622776601683795
6382,1,3.3166247903554
5194,1,3.3166247903554
1263,1,3.3166247903554
3103,1,3.4641016151377544
6357,1,3.4641016151377544
4789,1,3.741657386773941
2852,1,3.8729833462074175
345,1,4.123105625617661
4731,1,4.898979485566356
3849,1,5.196152422706632
2298,1,5.47722557505166
1980,1,7.071067811865476
7093,1,7.071067811865476
5810,1,8.0
5065,1,8.06225774829855
6112,1,9.110433579144301
4589,1,9.110433579144301
1998,1,10.246950765959598
6375,1,10.44030650891055
7003,1,11.09053650640942
8642,1,11.180339887498945
7541,1,11.224972160321824
5650,1,12.041594578792296
6604,1,12.083045973594572
1080,1,14.035668847618199
1786,1,14.035668847618199
2097,1,14.38749456993816
1556,1,15.0
1173,1,15.459624833740305
1324,1,18.027756377319946
2103,1,18.05547008526779
3127,1,18.16590212458495
1614,1,19.0
2673,1,19.02629759044045
803,1,19.02629759044045
120,1,21.0
2545,0,1.0
7470,0,1.0
3983,1,21.02379604162864
3402,0,1.0
6358,1,22.11334438749598
5138,0,1.0
5054,1,23.08679276123039
2618,0,1.0
589,1,24.0
7070,0,1.0
1530,1,30.0
9708,0,1.0
369,1,35.0
3590,0,1.0
3677,0,1.0
876,1,36.08323710533743
8321,0,1.0
570,1,36.3318042491699
5811,0,1.4142135623730951
28,1,37.04051835490427
4953,0,1.4142135623730951
1355,1,38.06573262134856
4799,0,1.4142135623730951
1277,1,38.11823710509184
4164,0,1.4142135623730951
959,1,40.024992192378996
5793,0,1.4142135623730951
2176,0,1.4142135623730951
1825,1,40.024992192378996
5653,0,1.4142135623730951
2501,1,40.06245124802026
2189,0,1.4142135623730951
8489,1,40.06245124802026
7997,0,1.4142135623730951
4484,1,40.14971979976946
7531,0,1.4142135623730951
8792,1,41.0
7824,0,1.4142135623730951
5078,1,42.01190307520001
9559,0,1.4142135623730951
2884,0,1.4142135623730951
119,1,46.01086828130936
9213,0,1.4142135623730951
1264,1,46.021733996015406
6479,0,1.4142135623730951
1903,1,48.05205510693585
3258,0,1.4142135623730951
1526,1,52.00961449578339
3222,0,1.4142135623730951
9653,1,52.00961449578339
6458,0,1.4142135623730951
1905,1,53.0
6653,0,1.4142135623730951
9014,0,1.7320508075688772
7264,1,53.084837759947995
4231,0,1.7320508075688772
3209,1,54.543560573178574
1947,0,1.7320508075688772
634,1,55.01817881391568
7272,0,1.7320508075688772
7281,1,56.04462507680822
7414,0,1.7320508075688772
1373,1,60.0
872,0,1.7320508075688772
740,1,60.00833275470999
1384,0,2.23606797749979
5708,1,62.008063991709975
8180,0,2.449489742783178
6957,0,3.0
1827,1,62.04836822995429
2372,0,3.4641016151377544
7729,1,63.66317616958802
1814,0,3.741657386773941
3086,1,65.0384501660364
310,0,4.0
705,1,66.007575322837
6546,0,7.0
6171,1,69.00724599634447
2215,0,7.071067811865476
2055,1,69.00724599634447
1940,0,7.681145747868607
4028,1,69.04346457123947
8564,0,8.0
1751,0,10.099504938362076
516,1,70.01428425685718
8609,0,12.083045973594572
7893,1,71.01408311032397
8045,0,15.033296378372908
169,1,74.04052944165106
1521,0,25.0
7207,1,78.0
5743,0,25.05992817228333
133,1,80.05623023850173
2216,0,26.05762844159077
6535,1,83.00602387778855
3955,0,28.03569153775237
1248,1,84.16056083463323
1784,0,29.0
2653,0,30.066592756745816
985,1,85.09994124557313
8184,0,31.0
4003,1,86.0
7411,0,34.02939905434711
5104,1,87.02298546935747
1635,0,35.440090293338706
4166,1,91.02197536858887
2326,0,38.0
4144,1,91.61877536837086
