datapoint,attr_val,score
4571,1,0.9999999999999998
2124,1,1.0
7171,1,1.0
5894,1,1.0
6963,1,1.0
1547,1,1.0
6900,1,1.0
6784,1,1.0
8374,1,1.0
1403,1,1.0
6543,1,1.0
9176,1,1.0
1135,1,1.0
951,1,1.0
1370,1,1.0
4387,1,1.0
1196,1,1.0
9060,1,1.0
6670,1,1.0
1292,1,1.0
2464,1,1.0
3115,1,1.0
8010,1,1.0
2524,1,1.0
2541,1,1.0
7522,1,1.0
2389,1,1.0
2898,1,1.0
2749,1,1.0
2927,1,1.0
2613,1,1.0
2622,1,1.0
2004,1,1.0
3538,1,1.0
7358,1,1.0
8197,1,1.0
3289,1,1.0
8281,1,1.0
5729,1,1.0
5448,1,1.0
9392,1,1.0
5594,1,1.0
6161,1,1.0
5376,1,1.0
9715,1,1.0
5097,1,1.0
9353,1,1.0
9741,1,1.0
5878,1,1.0
9288,1,1.0
920,1,1.0
11,1,1.0
9913,1,1.0
9349,1,1.0
848,1,1.0
5431,1,2.0
5395,1,2.0
4510,1,2.0
6666,1,2.0
3165,1,2.0
1209,1,2.0
1324,1,2.0
1017,1,2.0
917,1,2.0
4827,1,2.0
78,1,2.0
7994,1,2.0
4600,1,2.0
1486,1,2.0
5509,1,2.0
3884,1,2.0
4272,1,2.0
5479,1,2.0
9525,1,2.0
7234,1,2.0
6966,1,2.0
5564,1,2.0
339,1,2.0
9672,1,2.0
2055,1,2.0
1406,1,2.0
9645,1,2.0
9177,1,2.0000000000000004
226,1,2.0000000000000004
5599,1,2.23606797749979
6794,1,2.23606797749979
4411,1,2.23606797749979
6532,1,2.23606797749979
5415,1,2.23606797749979
7123,1,2.23606797749979
3135,1,2.23606797749979
6897,1,2.23606797749979
9456,1,2.23606797749979
2079,1,2.23606797749979
2029,1,2.23606797749979
436,1,2.23606797749979
8732,1,2.23606797749979
2266,1,3.0
1550,1,3.0
1701,1,3.0
3516,1,3.0
4009,1,3.0
2158,0,1.0
3940,0,1.0
3097,1,3.0
2829,0,1.0
9092,1,3.0
2348,0,1.0
9963,1,3.0
2403,0,1.0
3124,1,3.0
2693,0,1.0
1355,1,3.0
3031,0,1.0
2669,0,1.0
9057,1,3.0
3477,0,1.0
4558,1,3.0
5737,0,1.0
4594,1,3.0
9875,0,1.0
148,1,3.0
5253,0,1.0
2707,1,3.0
5335,0,1.0
5904,0,1.0
3254,1,3.0
6132,0,1.4142135623730951
4205,1,3.0
4088,0,1.4142135623730951
1460,1,3.0
6561,0,1.4142135623730951
5190,1,3.0000000000000004
5788,0,1.4142135623730951
9365,1,4.0
6626,0,1.4142135623730951
5632,0,1.4142135623730951
1030,1,4.0
5780,0,2.0
9190,1,4.0
9216,0,2.0
4382,1,4.0
5403,0,2.0
4485,1,4.0
2896,0,2.0
2725,1,4.0
5291,0,2.0
2111,1,4.0
2176,0,2.0
550,0,2.0
3352,1,4.0
2918,0,2.0
2955,1,4.0
3067,0,2.0
2321,1,4.0
7172,0,2.0
3281,1,4.0
9222,0,2.0
2160,1,4.0
6330,0,2.0
1295,0,2.0
8027,1,4.0
9812,0,2.0
5648,1,4.0
8225,0,2.0
2596,1,4.000000000000001
968,0,2.0
235,1,4.123105625617661
1153,0,2.0
1517,1,4.123105625617661
6554,0,2.0
7278,1,4.123105625617661
1962,0,2.0
1670,0,2.0
7377,1,4.123105625617661
8852,0,2.0
4981,1,4.123105625617661
3956,0,2.0
3835,1,4.123105625617661
9610,0,2.0
6663,1,5.0
5077,0,2.23606797749979
26,1,5.0
9828,0,2.23606797749979
855,1,5.0
8127,0,2.23606797749979
1019,0,2.8284271247461903
511,1,5.0
9079,0,2.9999999999999982
5486,1,5.0
3567,0,2.9999999999999987
337,1,5.0
4231,0,2.9999999999999987
1161,1,5.0
3990,0,2.9999999999999987
484,1,5.0
5585,0,2.9999999999999987
5363,1,5.0
8190,0,2.9999999999999987
8173,0,2.9999999999999987
5407,1,5.0
3438,0,3.0
4728,1,5.0
5379,0,3.0
4293,1,5.0
3968,0,3.0
3659,1,5.0
788,0,3.0
8644,1,5.0
5659,0,3.0
7457,1,5.0
6791,0,3.0
1257,0,3.0
2242,1,5.0
203,0,3.0
3898,1,5.0
6038,0,3.0
2875,1,5.0
8982,0,3.0
2010,1,5.0990195135927845
1313,0,3.0
265,1,5.0990195135927845
9623,0,3.0
7729,1,5.0990195135927845
2675,0,3.1622776601683795
906,0,3.1622776601683795
5573,1,5.0990195135927845
4181,0,3.6055512754639887
5387,1,5.0990195135927845
1777,0,3.6055512754639887
1107,1,5.0990195135927845
9308,0,4.0
7790,1,5.385164807134505
4860,0,4.0
842,1,5.385164807134505
2087,0,4.0
9437,1,5.830951894845301
666,0,4.0
5769,1,5.830951894845301
1880,0,4.0
3342,0,4.000000000000001
1990,1,6.0
3275,0,4.123105625617661
7032,1,10.198039027185569
373,0,5.0
216,1,13.152946437965904
8356,0,5.0
8619,1,20.049937655763426
6846,0,5.0
8929,1,20.615528128088304
2580,0,5.0
312,1,27.29468812791236
6819,0,5.47722557505166
4833,1,32.14031735997639
4187,0,21.02379604162864
5715,0,29.154759474226502
7200,1,43.289721643826724
1618,0,44.181444068749045
9115,1,60.00833275470999
1010,0,50.01999600159921
9660,1,60.03332407921454
5467,0,60.0
6661,1,71.20393247567159
4220,0,78.00640999302556
1352,1,80.0
2488,1,81.1603351397713
1241,0,86.00581375697809
2047,1,86.14522621712709
813,1,90.0
9734,0,90.02221947941521
6388,1,94.86832980505136
7622,1,97.1493695296063
5142,0,100.01999800039991
2244,0,108.1156787889712
5978,1,109.66312051004202
5141,1,110.0
2836,0,110.02272492535349
4455,0,112.80514172678478
2080,1,118.12705024675762
4670,1,120.0
887,0,130.13838787997952
6740,0,131.0953851209111
6710,0,140.00357138301865
3978,1,140.01428498549708
3837,1,153.08494374039532
8462,1,155.24174696260025
108,1,157.0827807240501
2874,0,161.04036761011196
2036,1,170.0
9197,0,170.0029411510283
3794,0,170.0470523119998
3193,1,174.07182425654076
2235,1,179.0111728356641
4173,0,180.0
7711,0,190.28662590944217
4940,1,200.0
1807,1,200.0024999843752
578,1,240.0020833242912
2943,0,260.00769219390406
2934,0,281.51376520518494
4755,0,287.0
6669,1,290.0017241328058
9160,1,291.5630292063793
735,1,293.04948387601706
2401,1,321.0389384482823
4134,1,330.0242415338607
4888,0,333.80383460949037
1420,1,340.0014705850549
7645,1,350.0242848717785
7780,0,360.0222215363935
3966,0,380.0
7770,0,389.25826901942617
2509,1,397.0201506221063
7565,0,441.02947747287817
1526,1,450.0011111097394
1411,1,460.00108695523767
3687,0,461.0271141700887
300,0,471.0042462653601
3732,1,480.0010416655363
5246,0,480.0010416655363
2933,1,491.62994213127416
3435,0,510.00392155355036
6817,0,520.0
934,0,529.0151226571884
1515,0,550.0009090901577
5708,1,590.0008474570185
60,0,610.0409822298826
8684,0,630.0
4576,1,642.0202489018551
796,1,658.7032715874425
713,0,660.0
1787,0,750.0
4061,0,810.0
6267,1,810.0006172837153
4739,0,810.0006172837153
5093,0,826.8845143065628
519,1,829.015681395714
4686,0,860.0023255782511
5489,0,970.0005154637804
8161,1,970.0025773161636
8820,0,998.0045090078502
883,1,1002.5417697033874
8759,0,1010.0
5017,0,1030.0
5893,0,1040.768946500615
3362,1,1070.001869157246
9687,0,1110.0
2144,1,1110.0040540466507
8968,0,1125.3905988589026
1919,0,1206.0066334809273
840,1,1450.0137930378455
1581,0,1375.4802797568564
3668,1,1475.6595135735074
9776,0,1490.0
8494,1,1551.0
4602,1,1830.006830588345
4727,0,1510.0
2542,1,2090.0009569375798
3982,0,1940.0002577319415
2911,1,2120.0002358490437
3315,0,1970.0
4685,1,2130.0
5092,0,1980.0040403999178
1506,1,2333.088939582029
8046,0,2080.0060096067027
2612,1,2469.231459381643
8193,1,2471.804603928069
964,0,2474.2726203876564
4416,0,2489.9999999999995
9486,1,2711.5493725912493
286,0,2760.018297040801
844,1,2831.2769204018177
3770,0,2790.000716845786
170,1,3080.0
1174,0,2860.000699300613
3602,1,3586.6956938106696
4200,0,3340.0005988023413
7896,1,4292.845909184256
6552,0,3400.000147058821
6896,1,5016.6232667004215
2155,0,3700.0575671197334
2455,1,5247.752280738869
1768,1,5618.540735813882
294,0,4930.0
3238,1,5703.185864058791
1319,0,5140.0
4454,1,5763.169266991904
9867,0,5161.262054962914
1421,1,5901.5240404492115
3277,1,5990.676088723209
2414,0,5166.835588636433
2332,1,6010.002412645106
7801,0,5904.204010702882
3912,1,6154.357805652837
1339,1,7025.037437622664
9813,1,8090.0
2656,1,9895.024204113904
3360,1,10340.0
6300,1,13568.496600581804
4117,0,46480.0
