,time
0,2.2477991580963135
1,2.1480190753936768
2,2.5060150623321533
3,2.0494420528411865
4,2.311257839202881
5,2.337113857269287
6,2.176959991455078
7,1.992875099182129
8,5.008092880249023
9,3.5509848594665527
10,4.254140138626099
11,4.629118919372559
12,12.386942863464355
13,4.735630035400391
14,2.740708827972412
15,6.145681142807007
16,3.492691993713379
17,13.802890062332153
18,9.973296880722046
19,5.450967073440552
20,92.35423302650452
21,2.734393835067749
22,3.934202194213867
23,12.492172956466675
24,7.434962034225464
25,9.796942234039307
26,286.91195797920227
27,26.07299017906189
28,2.1011929512023926
29,3.722986936569214
30,4.033061981201172
31,2.6996099948883057
32,7.994920969009399
33,20.369873046875
34,16.5941219329834
35,2.1701669692993164
36,2.6212010383605957
37,3.2590458393096924
38,6.942178010940552
39,9.020288944244385
40,19.761519193649292
41,59.86410593986511
42,2.14731502532959
43,2.332879066467285
44,4.925398111343384
45,66.56479024887085
46,5.93811821937561
47,66.91389799118042
48,20.248744010925293
