,time
0,1.4666781425476074
1,1.4630239009857178
2,1.4551432132720947
3,0.8798167705535889
4,7.3597187995910645
5,3.706509828567505
6,0.8414781093597412
7,0.8211913108825684
8,1.3225440979003906
9,1.729508876800537
10,16.951992988586426
11,1.6102361679077148
12,13.315010070800781
13,1.1117010116577148
14,1.1320431232452393
15,1.4827640056610107
16,1.4693331718444824
17,1.9030299186706543
18,1.100442886352539
19,15.888732194900513
20,2.0310771465301514
21,1.448669195175171
22,1.4480087757110596
23,1.4288330078125
24,1.3588569164276123
25,1.421431064605713
26,3.3675901889801025
27,11.758549928665161
28,1.3101699352264404
29,1.3035578727722168
30,5.608808994293213
31,1.4143681526184082
32,4.857158899307251
33,2.6954658031463623
34,13.508316040039062
35,1.0423688888549805
36,5.166660785675049
37,10.030774116516113
38,2.6900408267974854
39,1.5541670322418213
40,1.8588800430297852
41,0.9774649143218994
42,1.6902940273284912
43,1.7339718341827393
44,1.5342800617218018
45,0.8508260250091553
46,13.980592012405396
47,0.8064069747924805
48,1.4947900772094727
49,16.403557062149048
50,2.068593978881836
51,1.6830158233642578
52,1.7216217517852783
53,1.4840171337127686
54,1.4534142017364502
55,16.524210929870605
56,1.7630901336669922
57,1.601701021194458
58,1.521111011505127
59,3.6821131706237793
60,4.557538032531738
61,4.826916694641113
62,2.677541971206665
63,1.4693498611450195
64,1.474339246749878
65,0.9460160732269287
66,1.4269311428070068
67,1.448112964630127
68,1.4135680198669434
69,5.294781923294067
70,11.763518810272217
71,4.950977087020874
72,3.5150740146636963
73,2.8765828609466553
74,1.17146897315979
75,0.7743847370147705
76,10.487842082977295
77,1.4925591945648193
78,12.398338794708252
79,12.401392221450806
80,12.538386821746826
81,1.4854121208190918
82,1.5316479206085205
83,1.3770229816436768
84,12.300145149230957
85,13.259870290756226
86,1.4552648067474365
87,1.0014379024505615
88,12.224236965179443
89,1.4375510215759277
90,1.5143160820007324
91,1.5024700164794922
92,1.5962748527526855
93,14.077472925186157
94,14.037177801132202
95,0.984328031539917
96,2.5640900135040283
97,2.6143810749053955
98,0.9531660079956055
99,1.314328908920288
100,15.512343883514404
101,1.5013720989227295
102,1.5537588596343994
103,1.5001158714294434
104,1.4903571605682373
105,4.024796962738037
106,1.4472649097442627
107,11.208640813827515
108,12.82219910621643
109,1.5654051303863525
110,1.5069289207458496
111,0.04578900337219238
112,11.600393295288086
113,1.395555019378662
114,1.5209932327270508
115,1.5192508697509766
116,1.523853063583374
117,1.364197015762329
118,1.387345314025879
119,12.570671081542969
120,1.4716660976409912
121,1.4597289562225342
122,2.214806079864502
123,0.9295599460601807
124,13.939219951629639
125,1.5202360153198242
126,12.411283016204834
127,12.49168086051941
128,10.902208089828491
129,1.3779640197753906
130,10.674392223358154
131,1.4549970626831055
132,1.3885858058929443
133,1.3615360260009766
134,1.765613079071045
135,5.1931750774383545
136,14.553570985794067
137,1.417104959487915
138,1.419384241104126
139,1.2537496089935303
140,1.2784340381622314
141,0.8342993259429932
142,0.8547470569610596
143,0.840446949005127
144,1.6047780513763428
145,1.5673370361328125
146,1.0957651138305664
147,1.5967440605163574
148,13.265506029129028
149,0.7966001033782959
