,time
0,0.10428595542907715
1,1.4525470733642578
2,1.4158480167388916
3,4.24639892578125
4,4.602723121643066
5,3.204163074493408
6,1.534771203994751
7,1.491231918334961
8,4.204458951950073
9,5.44511079788208
10,4.6174938678741455
11,2.1972599029541016
12,1.4458568096160889
13,1.4086050987243652
14,2.1989240646362305
15,1.6057307720184326
16,1.473243236541748
17,3.0826990604400635
18,8.154666900634766
19,8.044168949127197
20,2.5944979190826416
21,1.4285008907318115
22,1.4204192161560059
23,3.4599578380584717
24,10.380290031433105
25,10.637322902679443
26,3.2890679836273193
27,1.4224159717559814
28,1.433208703994751
29,1.4574058055877686
30,2.175347089767456
31,1.4889559745788574
32,1.4519412517547607
33,1.4233088493347168
34,1.3730549812316895
35,1.357621192932129
36,1.4422810077667236
37,1.464737892150879
38,4.643091201782227
39,5.550112009048462
40,5.282267093658447
41,3.3938519954681396
42,1.4556641578674316
43,1.4532718658447266
44,0.762260913848877
45,0.9175269603729248
46,1.0235252380371094
47,0.9377899169921875
48,7.226938009262085
49,7.156261920928955
50,2.223796844482422
51,1.4592657089233398
52,1.4671540260314941
53,12.035774946212769
54,1.4800350666046143
55,1.558656930923462
56,1.4502379894256592
57,1.4471678733825684
58,1.5272741317749023
59,3.269644021987915
60,8.395007848739624
61,8.278582096099854
62,3.988020896911621
63,1.0121519565582275
64,0.994081974029541
65,1.0174801349639893
66,8.247368097305298
67,1.4262909889221191
68,1.4439961910247803
69,1.406019926071167
70,1.3871560096740723
71,14.139571905136108
72,1.5040698051452637
73,1.4785418510437012
74,13.306320905685425
75,2.408007860183716
76,2.030662775039673
77,3.8440277576446533
78,1.1346349716186523
79,13.222052097320557
80,1.4722506999969482
81,1.692605972290039
82,1.451296329498291
83,5.091801881790161
84,1.3879120349884033
85,1.3430850505828857
86,1.3282411098480225
87,1.5068778991699219
88,1.4425053596496582
89,3.3135340213775635
90,1.5254530906677246
91,1.6021430492401123
92,1.2083618640899658
93,1.2221472263336182
94,10.804817199707031
95,0.8853020668029785
96,1.3331787586212158
97,1.3827619552612305
98,3.1472418308258057
99,1.4249589443206787
100,9.867347955703735
101,2.125887870788574
102,1.554471731185913
103,1.4827897548675537
104,1.439810037612915
105,1.3903310298919678
106,1.4034948348999023
107,3.3324530124664307
108,1.4671008586883545
109,1.4861631393432617
110,2.1102800369262695
111,1.4815540313720703
112,1.5402801036834717
113,1.4443309307098389
114,1.423360824584961
115,1.447314977645874
116,2.6685330867767334
117,1.3368351459503174
118,1.349060297012329
119,1.393585205078125
120,1.5309839248657227
121,1.5127809047698975
122,1.630553960800171
123,2.0446698665618896
124,1.967087984085083
125,1.8674838542938232
126,6.325574159622192
127,0.7794349193572998
128,13.152156829833984
129,7.486634969711304
130,14.537477731704712
131,1.7782020568847656
132,1.5264270305633545
133,1.5395700931549072
134,0.8082780838012695
135,1.4749040603637695
136,1.4631071090698242
137,2.442729949951172
138,1.0525009632110596
139,13.26969289779663
140,1.2632110118865967
141,1.3195478916168213
142,1.3534719944000244
143,14.261761665344238
144,2.0837478637695312
145,11.47903299331665
146,1.5365760326385498
147,1.4890470504760742
148,1.4524340629577637
149,3.069087028503418
