,time
0,0.6293492317199707
1,0.6499338150024414
2,0.6483621597290039
3,0.6604511737823486
4,0.6912169456481934
5,0.7226741313934326
6,0.7042949199676514
7,0.6609528064727783
8,0.6563200950622559
9,0.6638998985290527
10,0.6731228828430176
11,0.683729887008667
12,0.70967698097229
13,0.7406458854675293
14,0.636756181716919
15,0.6365890502929688
16,0.6468231678009033
17,0.6832551956176758
18,0.6799001693725586
19,0.7343530654907227
20,0.720073938369751
21,0.6386260986328125
22,0.6450400352478027
23,0.6540532112121582
24,0.6990890502929688
25,0.6947226524353027
26,0.7758779525756836
27,0.7165539264678955
28,0.6578860282897949
29,0.6552629470825195
30,0.6724591255187988
31,0.6928689479827881
32,0.7351601123809814
33,1.0600802898406982
34,1.0368010997772217
35,0.7068119049072266
36,0.6901149749755859
37,0.7631409168243408
38,0.7613160610198975
39,0.6852118968963623
40,0.8087663650512695
41,0.8046700954437256
42,0.695277214050293
43,0.7000670433044434
44,0.7180769443511963
45,0.7147073745727539
46,0.7249569892883301
47,0.716986894607544
48,0.7237980365753174
