,time
0,0.5231728553771973
1,0.10700178146362305
2,0.2466278076171875
3,0.14192414283752441
4,0.3635439872741699
5,0.31185197830200195
6,0.3477609157562256
7,0.12653207778930664
8,0.11646103858947754
9,0.18896102905273438
10,0.2501199245452881
11,0.21293997764587402
12,0.3095371723175049
13,0.42796993255615234
14,0.11359906196594238
15,0.17984700202941895
16,0.2631099224090576
17,0.47512197494506836
18,0.39597010612487793
19,0.30141401290893555
20,0.5194511413574219
21,0.17032504081726074
22,0.22359800338745117
23,0.22149300575256348
24,0.245941162109375
25,0.30402588844299316
26,0.4875049591064453
27,0.5289788246154785
28,0.13874101638793945
29,0.1730668544769287
30,0.22296595573425293
31,0.2754528522491455
32,0.3987138271331787
33,0.49683594703674316
34,0.43949103355407715
35,0.1378779411315918
36,0.15829086303710938
37,0.2872660160064697
38,0.3217439651489258
39,0.3969590663909912
40,0.5178952217102051
41,0.44136810302734375
42,0.1261608600616455
43,0.215684175491333
44,0.3016018867492676
45,0.31534266471862793
46,0.4379739761352539
47,0.5015139579772949
48,0.48319411277770996
