,time
0,19.058584690093994
1,20.481472969055176
2,19.896898984909058
3,18.66122007369995
4,20.39600419998169
5,19.562024354934692
6,19.153927087783813
7,18.577977657318115
8,2023.6321458816528
9,20.418222904205322
10,20.510215759277344
11,12.319971084594727
12,18.90431809425354
13,19.81109595298767
14,9.433445930480957
15,20.60006284713745
16,18.94494891166687
17,19.542145013809204
18,19.518824815750122
19,18.78048276901245
20,520.2364728450775
21,23.053435802459717
22,20.37732195854187
23,20.226921319961548
24,18.84252095222473
25,20.171794891357422
26,20.16737675666809
27,20.71020007133484
28,18.527942180633545
29,19.09240436553955
30,19.756605863571167
31,17.85302710533142
32,20.055646896362305
33,19.191081047058105
34,21.794148683547974
35,17.576039791107178
36,19.12992572784424
37,17.773960828781128
38,19.63005304336548
39,19.647427797317505
40,20.320183038711548
41,20.444809913635254
42,17.52829122543335
43,20.22935199737549
44,18.888999938964844
45,19.56186008453369
46,19.26464319229126
47,10.30271577835083
48,18.947035312652588
49,19.30662512779236
50,18.632234811782837
51,19.993569135665894
52,20.71494698524475
53,20.04735016822815
54,19.076767921447754
55,20.277688026428223
56,20.173999786376953
57,18.874217987060547
58,20.337117910385132
59,19.794450759887695
60,19.962605953216553
61,20.712228298187256
62,20.315067052841187
63,19.788835048675537
64,19.775006771087646
65,19.96828579902649
66,16.828721284866333
67,21.607757091522217
68,20.373515129089355
69,20.627246141433716
70,20.75227189064026
71,16.779241800308228
72,17.082332849502563
73,19.73737668991089
74,22.820683002471924
75,19.370263814926147
76,18.15244221687317
77,18.6518771648407
78,17.58836817741394
79,19.399099826812744
80,9.301738023757935
81,20.588825702667236
82,21.12643599510193
83,20.297924280166626
84,18.022940158843994
85,18.98253297805786
86,20.086184978485107
87,20.094088077545166
88,19.016798973083496
89,20.427808046340942
90,20.16917872428894
91,19.708805084228516
92,9.077598094940186
93,18.20163607597351
94,20.600224018096924
95,19.71256995201111
96,20.683953762054443
97,20.32238221168518
98,19.262489795684814
99,19.01214909553528
100,19.91122007369995
101,19.65820074081421
102,19.913270950317383
103,19.210694313049316
104,18.851727962493896
105,20.262216091156006
106,20.494274139404297
107,20.12685203552246
108,19.39400887489319
109,19.40786600112915
110,11.014746189117432
111,18.41519522666931
112,19.39959192276001
113,10.628316879272461
114,20.33048915863037
115,19.30531907081604
116,17.70657205581665
117,19.03207516670227
118,19.820316314697266
119,18.26497721672058
120,18.841933250427246
121,17.148566007614136
122,20.410704851150513
123,19.106624126434326
124,18.682685136795044
125,12.313680171966553
126,19.409467935562134
127,27.813161849975586
128,25.310086011886597
129,36.5201690196991
130,20.514625072479248
131,12.336449146270752
132,34.22448420524597
133,25.165587902069092
134,27.346287727355957
135,24.80914807319641
136,19.508385181427002
137,32.196866035461426
138,22.877567052841187
139,23.188382863998413
140,23.590649843215942
141,22.66842794418335
142,24.975017070770264
143,23.54791522026062
144,22.22985005378723
145,22.575207948684692
146,21.52641725540161
147,21.977642059326172
148,24.077236890792847
149,22.432379007339478
