,datapoint,attr_val,score
,1598,1,1.0
,4631,1,1.0
,6766,1,1.0
,2424,0,1.0
,2894,1,1.0
,7325,1,1.0
,6145,1,1.0
,9861,1,1.0
,673,1,1.0
,5843,1,1.0
,6010,1,1.0
,135,1,1.0
,2644,1,1.4142135623730951
,7,1,1.4142135623730951
,7547,0,2.0
,1871,1,2.0
,3148,1,2.0
,8979,1,2.0
,6701,1,2.0
,8616,0,2.0
,4068,0,2.0
,5773,1,2.23606797749979
,1184,1,2.23606797749979
,3438,0,3.0
,1827,1,3.0
,266,1,3.0
,1121,1,3.0
,8795,0,3.0000000000000004
,7291,0,3.0000000000000013
,3234,0,4.0
,7060,0,4.000000000000001
,1072,1,5.0
,2956,1,5.0
,4904,1,5.0990195135927845
,1344,0,5.0990195135927845
,4197,1,18.681541692269406
,1521,0,30.0
,8798,1,35.355339059327385
,2199,0,219.0205469813277
,1454,1,280.0017857085915
,1420,1,340.0014705850549
,9025,0,350.0
,3922,0,620.0008064510885
,5134,0,650.0315376964413
,2950,0,772.0103626247513
,5923,0,790.0006329111387
,528,1,1233.6523010962205
,966,1,3270.0013761464998
,6032,0,5151.186756466902
,9799,0,7699.761100190058
