,datapoint,attr_val,score
,5239,1,1.0
,274,1,1.0
,5012,1,1.0
,213,1,1.0
,6623,1,1.0
,6757,0,1.0
,8481,0,1.0
,7119,0,2.0
,339,1,2.0
,9501,0,2.0
,5311,1,2.0
,44,1,2.0
,2219,1,2.0
,4538,0,2.0
,1239,0,2.0
,2410,0,2.0
,7570,0,2.0
,1595,1,2.0
,4516,0,2.0
,7290,1,2.0000000000000004
,1636,0,2.23606797749979
,1605,1,2.23606797749979
,7751,1,2.23606797749979
,5415,1,2.23606797749979
,3017,0,2.23606797749979
,4942,0,2.9999999999999987
,5955,1,3.0
,1589,1,3.0
,585,0,3.0
,2008,1,4.0
,6610,0,4.0
,7798,0,4.0
,5213,1,5.0
,7259,0,10.392304845413264
,9994,1,20.639767440550294
,9764,0,60.0
,4994,1,109.11920087683927
,3199,0,148.08443537387717
,9178,1,150.0
,3423,1,160.00312496948303
,9358,0,200.0
,155,1,301.04152537482264
,1226,1,440.00113636216895
,2876,1,712.0175559633342
,9703,1,1070.0004672896175
,9783,0,1430.0003496503066
,395,1,1441.946600953031
,3982,0,1940.0002577319415
,7456,0,2509.0
,1768,1,5618.540735813882
