,datapoint,attr_val,score
,4209,0,1.0
,8546,1,1.0
,1380,1,1.0
,6667,1,1.0
,8058,0,1.0
,8135,0,1.0
,7212,1,1.0
,6324,1,1.0
,9539,1,1.0
,9911,0,1.0
,1897,1,1.4142135623730951
,591,0,2.0
,4435,1,2.0
,6069,0,2.0
,6455,1,2.0
,963,0,2.0
,9601,1,2.0
,1870,0,2.0
,4861,1,2.23606797749979
,5160,1,2.23606797749979
,7141,0,3.0
,614,1,3.0
,639,0,3.0000000000000013
,4116,1,4.0
,235,1,4.123105625617661
,4682,1,4.123105625617661
,1868,1,5.0
,9015,1,5.0
,3913,1,5.0990195135927845
,6798,1,5.385164807134505
,2522,1,29.427877939124322
,8798,1,35.355339059327385
,1341,1,60.03332407921454
,7434,1,150.00333329629714
,4753,0,160.02812252851058
,273,1,210.05951537600004
,338,1,230.0086954878011
,9012,1,290.0
,4795,1,294.2413974953218
,1923,1,580.0
,8519,0,670.0119401921132
,3860,0,1050.0
,1346,0,1060.0004716980084
,4207,0,1560.0080127999345
,5118,1,2100.0059523725163
,4040,1,2105.445558545744
,1410,0,2280.0002192982347
,4924,0,2704.58037410612
,763,0,4605.210635790723
,5646,0,11284.914665162514
