,datapoint,attr_val,score
,1509,1,1.0
,1005,1,1.0
,1582,1,1.0
,9861,1,1.0
,9932,1,1.0
,9769,1,1.0
,4026,0,1.4142135623730951
,4889,0,1.4142135623730951
,2561,0,1.4142135623730951
,4451,0,1.4142135623730951
,7600,0,1.4142135623730951
,393,1,1.4142135623730951
,9247,1,1.4142135623730951
,260,1,1.4142135623730951
,6647,1,1.4142135623730951
,6473,0,1.7320508075688772
,6854,0,1.7320508075688772
,3968,0,1.7320508075688772
,3821,1,2.23606797749979
,6394,1,2.23606797749979
,6704,1,3.3166247903554
,2018,1,5.0990195135927845
,5497,0,10.04987562112089
,6604,1,12.083045973594572
,3093,1,25.0
,4993,1,29.03446228191595
,2576,1,32.14031735997639
,28,1,37.04051835490427
,424,1,45.0
,2032,0,50.009999000199954
,869,0,51.02940328869229
,705,1,66.007575322837
,9267,0,73.00684899377592
,7259,0,74.06078584514209
,5335,0,86.00581375697809
,5142,0,88.01704380402694
,8788,1,100.00999950004999
,342,0,107.00467279516347
,3362,1,117.0170927685353
,3376,0,157.0
,1992,0,162.00617272190587
,1473,0,163.05213890041432
,916,1,175.0085712186692
,4027,1,240.02083242918727
,4371,0,263.00760445279906
,860,1,278.0935094532053
,8985,1,329.0060789711947
,6198,1,399.0050124998432
,2690,1,471.0063693836848
,1831,0,3275.1012198098547
