,datapoint,attr_val,score
,1350,0,1.0
,7267,1,1.0
,248,1,1.0
,3677,0,1.0
,3455,1,1.0
,2447,1,1.4142135623730951
,7476,1,1.4142135623730951
,9746,1,1.4142135623730951
,1256,0,1.4142135623730951
,4354,0,1.7320508075688772
,6617,0,1.7320508075688772
,6532,1,2.23606797749979
,6794,1,2.23606797749979
,3853,1,2.8284271247461903
,1722,0,3.0
,1426,1,4.0
,1307,0,24.103941586387897
,6923,0,29.0
,6550,1,30.01666203960727
,1891,1,30.248966924508352
,1174,0,31.096623610932426
,323,1,38.078865529319536
,5479,1,43.01162633521314
,8020,0,48.020828814171885
,4338,1,51.02940328869229
,4419,1,54.166410255803356
,1679,1,72.15954545311381
,787,0,74.01351227985333
,8328,1,75.0066663703967
,9734,0,89.01123524589468
,5222,1,91.06041950265768
,3810,0,99.0151503558925
,3896,1,120.02499739637571
,4394,1,131.24404748406687
,503,0,135.05924625881784
,3430,0,137.0656776877421
,2636,0,159.02829936838285
,3621,1,167.03293088490062
,9796,0,193.0129529332164
,2026,0,222.02252138015191
,172,1,278.0035970990304
,2798,1,286.10662348152647
,263,0,305.06392772663236
,2011,1,377.0556988032405
,6030,0,457.0393856113497
,7874,1,503.01491031578763
,8635,1,581.1944597120657
,4267,0,871.0401827700027
,2412,1,1145.0196504864011
,2637,1,4963.126131784281
