,datapoint,attr_val,score
,3369,0,1.0
,1456,1,1.0
,4463,0,1.0
,3043,1,1.0
,2857,1,1.0
,7500,1,1.0
,3477,0,1.0
,9708,0,1.0
,7616,0,1.4142135623730951
,7534,0,2.0
,1965,1,2.0
,646,1,2.0
,6795,1,2.0
,2078,1,2.0
,6093,1,2.0
,5944,0,2.0000000000000004
,5551,0,2.0000000000000004
,7199,0,2.23606797749979
,3417,1,2.23606797749979
,6974,0,2.23606797749979
,1636,0,2.23606797749979
,2296,0,3.6055512754639887
,5271,1,4.0
,7257,1,4.0
,97,1,4.123105625617661
,26,1,5.0
,8204,1,5.0
,3486,1,5.0990195135927845
,3045,1,5.385164807134505
,4008,1,5.830951894845301
,798,0,38.05259518088089
,4351,0,41.20679555607303
,4919,0,80.0
,3205,0,95.13674369033241
,5795,1,116.7261752992875
,777,0,150.0133327407934
,9971,1,530.0009433953868
,220,0,680.0
,4061,0,810.0
,4686,0,860.0023255782511
,2951,0,920.0027173872912
,528,1,1233.6523010962205
,7740,0,1410.0003546098847
,3494,1,1680.0077380774173
,667,0,2190.005707755119
,1384,0,2220.000225225214
,5945,0,2230.0540352197745
,6366,1,3210.007788152546
,3709,1,4790.486927234017
,4597,1,5478.852890888748
