,datapoint,attr_val,score
,7923,0,1.0
,6046,1,1.0
,6265,1,1.0
,4890,1,1.0
,3875,1,1.0
,9285,1,1.0
,8457,1,1.0
,422,1,1.0
,5844,1,1.4142135623730951
,3262,1,1.4142135623730951
,4272,1,1.4142135623730951
,2561,0,1.4142135623730951
,5532,0,1.4142135623730951
,7994,1,1.4142135623730951
,8277,1,1.4142135623730951
,9293,1,1.4142135623730951
,2918,0,1.4142135623730951
,6363,1,1.4142135623730951
,7055,1,1.4142135623730951
,2045,0,1.7320508075688772
,2029,1,2.23606797749979
,2378,1,2.449489742783178
,48,1,3.3166247903554
,4704,1,4.358898943540674
,2036,1,10.0
,2959,1,12.884098726725126
,5664,0,17.05872210923198
,6893,1,22.0454076850486
,3996,1,23.021728866442675
,4536,0,23.065125189341593
,8093,1,32.03123475609393
,9338,1,39.01281840626232
,7289,1,52.00961449578339
,1203,1,60.00833275470999
,9575,0,65.0
,2055,1,69.00724599634447
,7650,1,81.03702857336269
,2620,1,86.09878047916824
,4526,1,90.11104260855049
,569,1,141.0496366532009
,1748,0,154.00324671902212
,7187,1,166.0120477555771
,2356,0,167.0359242797788
,1344,0,211.03554203024663
,914,0,218.02522789805766
,1139,1,243.00617276110498
,1316,0,246.04471138392717
,9423,1,302.0446986788545
,7565,0,607.0601288175661
,1594,0,1065.0267602271786
