,datapoint,attr_val,score
,6345,0,0.0005695282229267048
,2818,0,0.0010684112105566947
,4194,1,0.0011843990327690087
,1906,0,0.0012320609818936212
,2405,1,0.0019055026249270852
,5991,0,0.0023119721884222364
,5221,0,0.0023290225894809923
,762,1,0.0030238112638946058
,990,1,0.005746172645555978
,9821,0,0.006489816934296709
,119,1,0.006508257820641889
,4225,1,0.006572582671094962
,3424,1,0.006707905022436221
,2588,0,0.009069036338579256
,6814,0,0.009610477308747568
,2316,1,0.014830698658310703
,3002,0,0.016666701658826524
,9845,1,0.016779960903613098
,1775,0,0.016987735334443938
,4444,1,0.01709147707132051
,1456,1,0.017605078089331955
,5342,0,0.017961866786684134
,650,1,0.01862396591846228
,9338,1,0.018696389217482862
,3738,1,0.019295096240439805
,8237,0,0.020315011749398253
,2158,0,0.02189565733006788
,5779,0,0.021948551043897088
,2370,1,0.02549148397414032
,6896,1,0.02801214955213659
,7498,1,0.029681410093760283
,2831,1,0.03338093399194999
,7252,1,0.033417742426403385
,9365,1,0.03404626064524404
,9547,0,0.03427846639061485
,275,0,0.04161687017045455
,9058,1,0.05025966570161383
,2325,1,0.050364123436270704
,355,0,0.05038495494924755
,2163,0,0.05190262562621992
,3493,0,0.06674431794591976
,4981,1,0.06769693342276108
,6250,1,0.06772034039339121
,3835,1,0.0678099197679767
,7352,1,0.0685155495430214
,3340,0,0.07175779881575338
,7756,1,0.07574850752191026
,1306,1,0.07727664939319104
,1912,1,0.08407614311554817
,4178,0,0.08748861638496377
