,datapoint,attr_val,score
,2523,0,1.0
,8234,1,1.0
,2993,1,1.0
,6084,1,1.0
,3122,1,1.0
,7005,1,1.0
,4890,1,1.0
,3784,0,1.0
,3541,0,1.4142135623730951
,4616,0,1.4142135623730951
,51,1,1.4142135623730951
,1210,0,1.4142135623730951
,7414,0,1.7320508075688772
,9465,0,2.23606797749979
,4129,1,2.23606797749979
,3391,1,2.23606797749979
,3349,1,2.23606797749979
,511,1,2.8284271247461903
,477,0,3.0
,7114,1,3.3166247903554
,5522,1,4.0
,2212,1,5.0990195135927845
,4826,0,11.135528725660043
,2255,1,11.224972160321824
,3573,1,12.083045973594572
,9851,0,12.369316876852979
,9150,1,32.01562118716424
,8575,0,55.0
,6136,1,64.04685784642365
,907,1,80.0312438988674
,1240,0,81.03702857336269
,1600,1,108.02777420645118
,4925,0,114.0
,6814,0,126.00396819148196
,503,0,135.05924625881784
,777,0,147.01700581905482
,54,1,151.07283011845644
,5626,1,166.0120477555771
,3905,0,190.028945163625
,1053,0,199.00753754569197
,6124,0,208.0216334903656
,2723,1,223.0022421411946
,5417,1,256.0332009720614
,3420,0,280.0160709673643
,2395,1,300.07499062734297
,9368,1,342.0803999062209
,1900,0,420.00357141338685
,455,0,552.0661192284851
,4204,0,2317.0446694010884
,3551,0,6677.221652753487
