,datapoint,attr_val,score
,2389,1,1.0
,4608,1,1.0
,4480,1,1.0
,5964,1,1.0
,5905,1,1.0
,5318,0,1.0
,7598,0,1.4142135623730951
,8336,0,1.4142135623730951
,4451,0,1.4142135623730951
,1639,1,1.4142135623730951
,5178,1,1.4142135623730951
,5273,0,1.4142135623730951
,4518,1,1.4142135623730951
,3862,1,1.4142135623730951
,6617,0,1.7320508075688772
,575,0,1.7320508075688772
,6941,1,2.23606797749979
,3024,1,2.23606797749979
,3892,1,2.23606797749979
,5486,1,3.3166247903554
,3789,1,3.3166247903554
,1777,0,3.741657386773941
,2438,1,4.123105625617661
,7127,1,6.0827625302982185
,4601,1,12.041594578792296
,6374,1,29.0
,2849,0,41.03656905736639
,9462,0,45.01110973970761
,7729,1,63.66317616958802
,4421,0,75.0133321483588
,220,0,78.02563681252464
,1183,0,97.0
,1056,0,97.0515327029924
,6213,1,104.04326023342405
,990,1,127.00393694685215
,5507,0,144.03471803700663
,2628,1,191.28251357612385
,8031,0,191.32694530567304
,9508,0,197.03045449879062
,7915,0,211.0
,1067,1,249.01204790130132
,3802,1,253.04149857286254
,6552,0,268.0373108356372
,172,1,278.0035970990304
,4540,1,310.0064515457703
,2401,1,483.0072463224543
,318,1,510.0539187184037
,2960,0,890.0410102910989
,2902,0,2348.081983236531
,4243,0,4595.737264030658
