,datapoint,attr_val,score
,447,1,1.0
,2093,1,1.0
,6824,1,1.0
,7311,0,1.0
,3115,1,1.0
,6018,1,1.0
,2509,1,1.0
,5021,1,1.0
,2524,1,1.0
,6662,1,1.4142135623730951
,418,1,1.4142135623730951
,3048,0,1.4142135623730951
,7534,0,1.4142135623730951
,4416,0,1.4142135623730951
,4840,1,1.4142135623730951
,5136,1,1.4142135623730951
,3349,1,2.23606797749979
,7450,1,2.23606797749979
,3394,1,2.449489742783178
,4287,0,3.3166247903554
,1342,0,6.0
,9851,0,12.369316876852979
,4885,0,15.099668870541501
,559,0,20.049937655763426
,4495,1,33.015148038438355
,913,0,33.015148038438355
,7411,0,34.02939905434711
,4615,1,35.02855977627399
,9462,0,45.01110973970761
,6545,1,48.05205510693585
,2032,0,50.009999000199954
,265,1,63.111013301958636
,4229,1,69.0869017976635
,272,1,91.0274683818022
,1403,1,96.0
,810,1,105.08092119885514
,3536,0,138.01811475310043
,7017,0,157.00636929755433
,2254,1,160.0312469488381
,1496,0,164.00304875214977
,4686,0,172.00581385522992
,8162,0,175.0
,579,1,191.04449743449825
,9189,1,247.00202428320299
,4410,1,322.06055331257187
,2415,0,433.01501128713767
,7034,0,558.0439050827453
,9690,0,604.0604274408314
,2579,1,740.0270265334909
,2960,0,890.0410102910989
