,datapoint,attr_val,score
,2124,1,1.0
,2898,1,1.0
,5843,1,1.0
,3325,1,1.0
,6411,1,1.0
,6585,0,1.0
,5074,0,1.0
,627,1,1.0
,5010,1,1.0
,9222,0,1.4142135623730951
,4378,0,1.4142135623730951
,1673,0,1.4142135623730951
,4412,1,1.4142135623730951
,1671,1,1.4142135623730951
,4678,1,1.4142135623730951
,2447,1,1.4142135623730951
,5585,0,1.7320508075688772
,3567,0,1.7320508075688772
,2708,1,2.23606797749979
,123,1,2.23606797749979
,5007,1,3.3166247903554
,6139,1,3.3166247903554
,1285,1,3.741657386773941
,7141,0,8.18535277187245
,1902,1,9.327379053088816
,275,0,11.874342087037913
,3127,1,18.16590212458495
,3169,1,22.0
,3599,1,33.166247903554
,6114,1,34.07345007480164
,11,1,37.0
,2907,0,50.009999000199954
,4981,1,59.09314681077663
,6448,1,66.007575322837
,360,0,66.01514977639603
,5607,1,71.12664760833312
,1935,0,84.01190391843289
,4183,1,84.02380615040002
,3150,1,99.0
,2407,1,117.0
,3896,1,120.02499739637571
,8851,0,169.008875506584
,2455,1,169.01183390520322
,3094,0,201.00746254803573
,3820,1,269.013010837766
,685,1,271.0
,3497,1,272.0036764457422
,860,1,278.0935094532053
,2066,0,498.0250997690779
,1421,1,4401.162460078019
