,datapoint,attr_val,score
,3655,1,1.0
,8288,1,1.0
,3765,1,1.0
,7196,1,1.0
,5683,0,1.0
,7358,1,1.0
,1157,1,1.4142135623730951
,2855,1,1.4142135623730951
,2943,0,1.4142135623730951
,1639,1,1.4142135623730951
,5329,1,1.4142135623730951
,2532,0,1.4142135623730951
,1465,1,2.23606797749979
,4295,1,2.23606797749979
,5504,1,2.8284271247461903
,1365,1,2.8284271247461903
,5038,1,5.385164807134505
,7003,1,11.09053650640942
,1568,1,19.02629759044045
,5695,1,19.131126469708992
,8864,0,24.041630560342607
,1454,1,26.019223662515373
,9150,1,32.01562118716424
,1069,1,33.211443810831234
,2346,1,36.013886210738214
,4338,1,51.02940328869229
,7440,0,52.0
,9653,1,52.00961449578339
,3209,1,54.543560573178574
,232,1,61.11464636239009
,9127,1,72.0
,2573,0,86.0116271209887
,3150,1,99.0
,2840,1,107.00934538627924
,180,1,108.02777420645118
,1707,1,114.03946685248928
,2160,1,131.04197800704932
,4255,1,197.08373854785683
,3646,1,217.0023041352326
,4084,0,248.06853891616325
,3153,1,249.01204790130132
,3419,1,249.022087373791
,840,1,251.05975384358203
,257,1,274.0091239356821
,3052,0,277.0180499534281
,3458,1,442.01357445218804
,6030,0,457.0393856113497
,661,0,504.0138886975239
,547,0,854.0269316596521
,5945,0,1608.059078516707
