,datapoint,attr_val,score
,3181,1,1.0
,2523,0,1.0
,9226,1,1.0
,986,1,1.0
,5653,0,1.4142135623730951
,4495,1,1.4142135623730951
,1864,0,2.0
,1792,0,2.0
,7838,1,2.0
,3248,1,2.0
,7951,0,2.0
,3870,0,2.0
,8081,1,2.0
,9484,0,2.0000000000000004
,7793,1,2.0000000000000004
,2891,1,2.23606797749979
,940,0,2.9999999999999987
,6854,0,3.0
,2942,0,3.1622776601683795
,3352,1,4.0
,4860,0,4.0
,837,1,4.123105625617661
,4529,1,4.47213595499958
,2875,1,5.0
,2704,1,5.0
,8160,1,5.0
,1075,0,5.0
,26,1,5.0
,2003,1,6.324555320336758
,1748,0,23.08679276123039
,4136,0,32.062439083762804
,4178,0,35.41186241925155
,701,0,70.11419257183242
,8840,0,130.01538370516005
,899,1,144.27751037497146
,1758,1,240.0020833242912
,7734,1,285.0456103854258
,6817,0,520.0
,264,1,810.0006172837153
,3196,0,1141.510840947207
,7627,1,1250.0035999948159
,7094,1,1270.0062991969764
,4462,0,1641.0
,6520,1,1660.0012048188398
,4737,1,2080.6068826186265
,1707,1,2150.000930232357
,7996,1,2640.004734844239
,2557,0,3179.701401075265
,506,1,4177.373098012673
,3429,1,5220.0
