,datapoint,attr_val,score
,885,0,0.004204917358161488
,548,0,0.005255337526228716
,60,0,0.007894739275703678
,582,0,0.009457018198497624
,552,0,0.011557858534632077
,646,0,0.01365546218487395
,217,1,0.01365869887076653
,100,0,0.015759539206900982
,398,0,0.01680995937496821
,321,0,0.017018147635416002
,872,1,0.018907563025210086
,601,0,0.018910799711102662
,612,0,0.018910799711102662
,918,0,0.020155421032724743
,458,0,0.02101164004723712
,401,0,0.022062060215304345
,900,1,0.02311248038337157
,951,1,0.023872639184429136
,198,1,0.02590227243092681
,349,1,0.02626374088757325
,471,0,0.02626374088757325
,540,0,0.027314161055640482
,74,1,0.027556912497584043
,76,1,0.029461355357593682
,553,1,0.030462184873949583
,419,0,0.03064817871684824
,129,0,0.03151584172790938
,454,1,0.03256626189597661
,118,0,0.0372067446985397
,858,0,0.03865816712951275
,610,0,0.0404547589917446
,649,1,0.050070028011204484
,640,0,0.05064176545494395
,482,0,0.05882676609765729
,44,0,0.05985926889739057
,853,1,0.05987394957983193
,4,1,0.060924369747899165
,3,1,0.0623275886782577
,704,0,0.06477591036414566
,475,0,0.06933096777832955
,545,1,0.07038138794639677
,578,0,0.07149330514642305
,979,0,0.07248222828253123
,63,1,0.07987724637560538
,395,1,0.09138979130774133
,685,1,0.09558823529411764
,618,0,0.09979315265227913
,359,0,0.09979315265227913
,191,1,0.1067652052567478
,272,1,0.17441945414679574
