,datapoint,attr_val,score
,5211,1,1.0
,1370,1,1.0
,8281,1,1.0
,9769,1,1.0
,1769,1,1.4142135623730951
,5761,0,1.4142135623730951
,3532,1,1.4142135623730951
,7600,0,1.4142135623730951
,479,0,1.4142135623730951
,2721,0,1.4142135623730951
,2889,1,1.4142135623730951
,3190,1,2.23606797749979
,3391,1,2.23606797749979
,3349,1,2.23606797749979
,1365,1,2.8284271247461903
,6729,1,3.1622776601683795
,2495,1,3.4641016151377544
,1409,1,5.385164807134505
,9726,0,7.14142842854285
,9358,0,17.0
,2875,1,20.663978319771825
,3890,0,23.0
,2025,1,24.041630560342607
,8420,1,27.03701166919155
,8,1,27.03701166919155
,4870,1,28.08914381037628
,8654,1,29.017236257093817
,3202,1,36.069377593742864
,7966,0,41.04875150354759
,8020,0,48.020828814171885
,1950,1,60.083275543199214
,6587,0,74.00675644831355
,60,0,75.06663706334525
,299,1,78.00640999302556
,4213,1,90.033327162779
,3605,1,100.01499887516873
,4305,1,103.05338422390601
,4435,1,111.00450441310929
,4013,0,148.05404418657398
,7397,1,161.04036761011196
,2580,0,165.01818081653911
,3077,1,185.01351301999537
,2723,1,223.0022421411946
,4749,1,227.0792813094141
,2136,1,304.0641379709222
,4062,1,310.0612842649014
,1820,1,341.0073312994898
,4025,0,533.073165709924
,8384,1,1823.0367522351269
,9345,0,3579.1116216178557
