,datapoint,attr_val,score
,5894,1,1.0
,2107,1,1.0
,424,1,1.0
,503,0,1.0
,5858,1,1.0
,541,1,1.0
,4720,1,1.0000000000000002
,3430,0,1.7320508075688772
,7547,0,2.0
,4322,1,2.0
,2367,1,2.0
,9755,0,2.0
,2560,0,2.0
,4589,1,2.0000000000000004
,3821,1,2.23606797749979
,9456,1,2.23606797749979
,7414,0,2.9999999999999987
,6272,0,2.9999999999999987
,2045,0,3.0
,2006,0,3.0
,3094,0,3.1622776601683795
,9891,1,4.0
,5838,1,4.0
,4934,1,5.0
,5494,1,5.0
,1891,1,5.0
,2193,0,5.0
,8204,1,5.0
,8507,1,5.0
,7952,1,5.0990195135927845
,1400,1,5.0990195135927845
,4144,1,6.4031242374328485
,2438,1,120.00416659433121
,2451,1,185.070256929632
,4026,0,198.0631212517868
,191,1,200.00999975001253
,5572,1,220.0022727155336
,4782,0,270.60303028606313
,4669,0,393.0050890255748
,1424,1,530.0
,6484,1,840.0023809490067
,2803,1,863.0052143527292
,1664,1,1356.7022517855569
,6159,0,1840.0002717391103
,3239,0,1970.0
,2417,1,2121.962770644198
,5228,0,2410.0
,1273,1,3260.553480622577
,344,1,6011.6145085991675
,1585,0,6310.214576383279
