,datapoint,attr_val,score
,9288,1,0.0005847662805592483
,1321,1,0.0006314367343606017
,4497,1,0.001516174887442311
,6603,1,0.003495757264508566
,9543,0,0.0035587188612099647
,4187,0,0.0036839301761962
,9439,0,0.0044482173174872665
,2147,0,0.004935140888525032
,2168,0,0.0051435191111020824
,990,1,0.005746172645555978
,2308,1,0.006369323887275959
,5735,1,0.006876051578710263
,8756,1,0.008309242740461768
,1488,1,0.00858123177061078
,7641,1,0.009665800794504973
,7334,0,0.016666666666666666
,8169,1,0.016666718193921803
,6885,0,0.01680246138863009
,6332,0,0.016814330876649648
,6864,0,0.0169204406418311
,6095,1,0.017227384139132336
,7646,0,0.01731575372707847
,9252,1,0.017513053235263986
,708,1,0.018825
,7523,0,0.01890936883717282
,3585,1,0.018913255587446942
,1708,0,0.019363939307736232
,3658,0,0.019971806525313704
,6775,1,0.021503324411105192
,9726,0,0.025046086447136226
,7456,0,0.028825622775800717
,2371,1,0.03292105765211256
,153,0,0.03333333333333333
,4613,1,0.033503170741769915
,947,1,0.035609015799495165
,8495,0,0.03627856409500421
,3843,1,0.03631328842358513
,9607,0,0.03643359292647615
,593,1,0.03721552286055554
,3248,1,0.03723377937935765
,7341,0,0.05002420448907788
,1926,1,0.0502975989721933
,7057,1,0.05055972828697256
,5491,0,0.05368600269564786
,1656,1,0.054939815963824364
,718,1,0.05522023180818034
,5356,1,0.06752219845745026
,5387,1,0.06873198743739935
,4255,1,0.0858322634764035
,5769,1,0.10080075933368016
