,datapoint,attr_val,score
,211,1,0.0018633021193089762
,9234,1,0.002197066393273162
,4285,1,0.002967740598751429
,6603,1,0.003495757264508566
,299,1,0.004365177725100879
,1905,1,0.004487289169496446
,60,0,0.004576364949321621
,252,0,0.004707399505345371
,2168,0,0.0051435191111020824
,6428,1,0.005393134466124806
,5751,0,0.005760749530651675
,6667,1,0.005802500414644177
,5883,1,0.007436874955660208
,7757,1,0.007795671216210509
,3413,0,0.008451693881083624
,2243,0,0.008610899742128048
,3208,0,0.009311956655284757
,8776,1,0.01258642958859052
,1354,1,0.01286510648611976
,2946,1,0.01585103989813243
,6026,1,0.016666666666666666
,3677,0,0.01667954819242852
,7466,0,0.017095075278231092
,360,0,0.017793992743890482
,3508,0,0.02013775004844309
,5779,0,0.021948551043897088
,8040,1,0.02275618890202241
,2643,1,0.02782316734882454
,4207,0,0.02798407472114256
,3832,1,0.03345160009897958
,1361,0,0.03375118361835185
,8195,1,0.03491986645971408
,5077,0,0.035019681980605094
,8600,0,0.035493781898391884
,8495,0,0.03627856409500421
,96,1,0.03648909744527617
,709,0,0.03702985068966225
,3248,1,0.03723377937935765
,2159,0,0.038282389117801324
,5149,0,0.050068716566864485
,1307,0,0.050332108407269295
,6221,1,0.050639194606879226
,112,0,0.05134169445180525
,4662,0,0.05238088088872892
,2264,0,0.05349146109350052
,796,1,0.061004025717316585
,4533,0,0.06333865631604478
,5486,1,0.06704328591916135
,4076,1,0.06764600417937035
,1314,1,0.0793073052861315
