,datapoint,attr_val,score
,5640,1,1.0
,923,1,1.0
,5098,1,1.0
,3276,1,1.0
,6048,1,1.0
,6985,1,1.0
,9285,1,1.0
,9288,1,1.0
,9948,1,1.0
,2317,1,1.4142135623730951
,2943,0,1.4142135623730951
,2921,1,1.4142135623730951
,7468,1,1.4142135623730951
,9213,0,1.4142135623730951
,6614,0,1.4142135623730951
,5915,1,2.23606797749979
,7177,1,2.449489742783178
,7335,1,3.741657386773941
,3423,1,11.04536101718726
,1959,1,18.027756377319946
,239,0,25.039968051097826
,3913,1,28.24889378365107
,1314,1,37.40320841853009
,1098,1,44.01136216933078
,7381,1,48.0
,6831,1,49.05099387372289
,90,1,50.009999000199954
,6563,0,52.0
,4138,1,54.04627646748664
,2476,0,65.0384501660364
,3086,1,65.0384501660364
,290,1,75.0
,4421,0,75.0133321483588
,1549,1,76.0
,5293,0,88.0
,2711,1,88.02840450672726
,3467,1,97.06698717895802
,4977,1,102.05390732353172
,2905,1,119.02520741422802
,2984,1,122.01229446248439
,4043,0,164.00609744762542
,5962,1,171.02631376487068
,1656,1,279.0161285660741
,2199,0,305.0295067694272
,171,1,363.0123964825444
,3408,1,588.0289108538798
,2641,1,747.0100400931703
,1919,0,902.047116286062
,8652,0,906.080018541409
,3004,0,1081.0157260650742
