,datapoint,attr_val,score
,7082,0,1.0
,3111,0,1.0
,2326,0,1.0
,1967,1,1.0
,5889,1,1.0
,9539,1,1.0
,198,0,2.0
,2746,1,2.0
,4716,1,2.0
,3579,1,2.0
,3472,0,2.0
,1670,0,2.0
,9484,0,2.0000000000000004
,6698,1,2.0000000000000004
,9739,1,2.23606797749979
,3954,0,3.0
,1240,0,3.0
,1257,0,3.0
,1290,0,3.0
,5860,0,3.1622776601683773
,624,0,3.6055512754639856
,4688,1,4.0
,6890,0,4.123105625617661
,1643,1,5.0
,1730,1,5.0
,4053,1,5.0990195135927845
,623,1,5.385164807134505
,433,1,20.71231517720798
,2754,1,60.0
,2215,0,70.00714249274857
,4027,1,83.15046602394962
,2112,1,89.16277250063506
,9178,1,150.0
,9358,0,200.0
,3872,1,200.06249023742558
,6860,1,226.0575148054141
,120,1,270.0
,3702,0,360.0347205478938
,3732,1,480.0010416655363
,4834,0,540.004629609784
,3922,0,620.0008064510885
,2245,0,940.0047872218524
,221,0,973.7936126305203
,2144,1,1110.0040540466507
,9762,0,1620.0
,2417,1,2121.962770644198
,7954,0,2757.630323302962
,1879,1,3298.581664897809
,4664,0,3900.0001282051257
,4249,0,4309.086562138199
