,datapoint,attr_val,score
,9349,1,1.0
,925,1,1.0
,5737,0,1.0
,2091,1,1.0
,7360,0,1.0
,4444,1,1.0
,6813,1,1.0
,4623,1,1.0
,8557,1,1.0
,8199,1,1.0
,3956,0,2.0
,3489,1,2.0
,824,1,2.0
,2282,1,2.0
,1388,1,2.0
,9766,1,2.0
,1177,1,2.0000000000000004
,1639,1,2.0000000000000004
,6314,1,2.000000000000001
,728,1,2.23606797749979
,1605,1,2.23606797749979
,1942,1,2.23606797749979
,3417,1,2.23606797749979
,1485,0,2.8284271247461903
,4689,1,3.0
,9939,0,3.0
,2130,0,3.0
,2314,0,4.123105625617661
,2815,1,5.0
,3753,1,5.830951894845301
,549,1,13.038404810405297
,3075,1,21.61018278497431
,3673,0,39.370039370059054
,6511,1,40.0
,4336,1,40.01249804748511
,6239,0,160.00312496948303
,1597,0,280.00892842907706
,4834,0,540.004629609784
,1056,0,860.0005813951523
,9333,1,1531.381402525184
,8476,1,1570.0012738848334
,1506,1,2333.088939582029
,7954,0,2757.630323302962
,1879,1,3298.581664897809
,2579,1,3502.8761040036798
,5390,0,3640.0
,4654,0,5170.0
,2606,0,5370.18854417608
,8040,1,6530.007656963351
,6124,0,6862.864125130265
