,datapoint,attr_val,score
,9749,1,1.0
,8219,1,1.0
,3337,1,1.0
,2857,1,1.0
,6535,1,1.0
,7143,1,1.0
,8827,1,1.0
,2055,1,2.0
,6093,1,2.0
,2078,1,2.0
,5249,1,2.0
,8645,0,2.0
,6637,1,2.0
,8609,0,2.0
,2921,1,2.0
,515,1,2.0
,6435,1,2.0000000000000004
,1624,1,2.23606797749979
,1605,1,2.23606797749979
,2665,0,2.23606797749979
,3233,1,3.0
,148,1,3.0
,261,1,3.0
,1702,1,3.0
,2955,1,4.0
,9308,0,4.0
,1797,1,5.0
,8360,1,5.0
,693,1,5.0990195135927845
,3599,1,15.0
,492,0,33.391615714128
,9789,1,36.40054944640259
,3733,1,100.04498987955368
,9289,1,140.01428498549708
,2260,1,190.02368273454758
,3773,1,200.02249873451737
,273,1,210.05951537600004
,2416,0,410.02073118319265
,5359,1,480.01666637732484
,6339,1,510.0009803912146
,934,0,529.0151226571884
,5134,0,650.0315376964413
,2633,0,790.0006329111387
,9822,1,1410.0
,395,1,1441.946600953031
,815,1,2016.1936910922025
,4685,1,2130.0
,7954,0,2757.630323302962
,3119,0,2990.0
,3312,0,6840.0
