,datapoint,attr_val,score
,3502,1,0.0009144409794561767
,5408,0,0.001067615658362989
,1226,1,0.0012769926903823876
,9307,0,0.0016062659928686696
,9541,0,0.001702062294544176
,4136,0,0.0036159694168177796
,2452,1,0.003787027286938418
,2485,1,0.00503714010521955
,2236,1,0.0053138037625829315
,6692,0,0.0064856417721366405
,7347,1,0.007079555019908484
,3294,1,0.008850229787493032
,286,0,0.00895492410036104
,3012,1,0.00937359510708135
,4183,1,0.012400802030353895
,544,1,0.016666666666666666
,3511,1,0.016682054361066238
,5565,0,0.016729898746431472
,8069,1,0.01682871556504328
,5524,0,0.01728952198105797
,2315,0,0.017416409867783915
,7417,1,0.018018570232816986
,5532,0,0.01851394895101854
,5780,0,0.01863041317295245
,3508,0,0.02013775004844309
,8316,0,0.020970500491559504
,1594,0,0.027566659703598385
,2906,0,0.03209586231456064
,1416,1,0.0339470556754144
,7297,1,0.034004768835840075
,566,1,0.034285201256820406
,1142,0,0.03434211825598398
,4711,0,0.03490406252690355
,4853,0,0.036274197099725417
,5685,1,0.039064353161164
,1329,1,0.04890894928012384
,575,0,0.05011206325095628
,8688,1,0.0501380657349249
,9058,1,0.05025966570161383
,2129,0,0.05128828139000535
,2996,1,0.05252746160825717
,2488,1,0.05442660250890948
,2011,1,0.05473982459094545
,718,1,0.05522023180818034
,2112,1,0.056454068684046926
,1495,0,0.05910978910565921
,735,1,0.0592950800984762
,6086,1,0.06737091791696406
,3037,0,0.06914486492944723
,4744,0,0.0700428723820619
