,datapoint,attr_val,score
,546,1,1.0
,7196,1,1.0
,3208,0,1.0
,3289,1,1.0
,2188,1,1.0
,5760,1,1.0
,9907,1,1.0
,6228,1,1.0
,2423,0,1.0000000000000002
,4088,0,1.4142135623730951
,6069,0,2.0
,3332,1,2.0
,2721,0,2.0
,6221,1,2.23606797749979
,6378,0,2.23606797749979
,4333,0,2.8284271247461903
,2020,0,2.9999999999999987
,4604,0,3.0
,2919,0,3.0
,4734,0,3.0
,9607,0,3.0
,2111,1,4.0
,4839,1,4.123105625617661
,24,0,5.0
,636,1,5.0
,1904,0,5.0
,3418,1,5.0
,2261,1,5.0
,6109,0,5.0990195135927845
,1438,1,5.385164807134505
,2212,1,40.01249804748511
,7660,1,80.38656604184555
,4837,1,100.01999800039991
,6239,0,160.00312496948303
,3911,0,220.0022727155336
,4782,0,270.60303028606313
,8575,0,520.0
,1923,1,580.0
,8868,1,580.0034482656116
,7808,1,680.0029411701098
,8387,1,807.7901955334689
,3175,1,1020.3999215993698
,7458,0,1200.0
,7505,1,1480.0773628429022
,2798,1,1876.2795633913406
,6521,1,2670.000187265911
,6509,0,2942.057103456695
,5390,0,3640.0
,4986,0,4500.0
,2906,0,6875.605791492121
