,datapoint,attr_val,score
,6206,0,1.0
,5448,1,1.0
,3677,0,1.0
,3650,1,1.0
,3587,1,1.0
,2326,0,1.0
,2888,1,1.0
,3110,0,1.0
,1616,1,1.0
,7143,1,1.0
,8714,0,1.4142135623730951
,9467,0,2.0
,7978,1,2.0
,963,0,2.0
,4446,1,2.0
,4513,1,2.0
,2561,0,2.0
,1200,1,2.0000000000000004
,2708,1,2.23606797749979
,3840,1,2.23606797749979
,6620,1,3.0
,747,1,3.0
,1822,1,4.0
,3281,1,4.0
,7101,1,4.0
,7131,1,4.123105625617661
,2762,1,5.0
,3659,1,5.0
,6357,1,5.0990195135927845
,1453,1,5.385164807134505
,5208,1,5.385164807134505
,1259,1,26.095976701399774
,7097,1,73.17103251970688
,9186,0,90.0
,191,1,200.00999975001253
,6385,0,320.00156249618533
,2646,1,431.29456291495256
,1375,0,508.56071417285074
,4992,1,570.0035087611302
,8671,1,614.0203579686914
,4576,1,642.0202489018551
,9797,1,820.002439020763
,427,0,864.0167822444191
,5563,0,1650.0
,4924,0,2704.58037410612
,7863,1,3021.195955246862
,1847,1,3401.858462664195
,4204,0,3527.7189513905437
,4858,1,6553.77036521726
,6177,1,11415.804658454874
