,datapoint,attr_val,score
,4384,1,1.0
,7082,0,1.0
,1243,1,1.0
,2523,0,1.0
,2616,1,1.0
,3655,1,1.0
,7479,1,1.0
,801,0,1.0
,2582,0,1.0000000000000002
,6303,1,1.4142135623730951
,8081,1,2.0
,629,1,2.0
,9559,0,2.0
,1406,1,2.0
,7299,1,2.23606797749979
,6068,1,2.23606797749979
,1231,0,2.23606797749979
,1428,0,2.9999999999999987
,3186,1,3.0
,6202,0,3.1622776601683777
,9272,0,3.1622776601683795
,3184,0,4.0
,3275,0,4.123105625617661
,7278,1,4.123105625617661
,4728,1,5.0
,450,1,5.0990195135927845
,4344,1,23.3452350598575
,4185,1,47.275786614291256
,6823,0,60.0
,4492,0,79.99999999999999
,813,1,90.0
,3159,1,113.13266548614507
,4237,1,180.02499826412998
,1893,0,280.0017857085915
,2453,0,291.29194976861265
,1066,1,311.4739154407637
,2401,1,321.0389384482823
,3534,1,328.58788778650984
,6596,1,480.0041666485823
,5134,0,650.0315376964413
,1647,0,690.0007246373007
,3021,1,1110.0018018003393
,201,1,1110.1013467247033
,9543,0,1290.0
,2740,1,1540.008441535305
,8696,0,2220.0
,8453,0,3097.4713880841578
,2155,0,3700.0575671197334
,4986,0,4500.0
,9685,1,6805.0649519310255
