,datapoint,attr_val,score
,6368,1,1.0
,562,1,1.0
,5858,1,1.0
,627,1,1.0
,5364,1,1.0
,3093,1,1.0
,9010,0,1.0
,6688,1,1.0
,6411,1,1.0
,1619,1,1.0
,1566,0,1.0
,8201,1,1.0
,8597,0,2.0
,7186,0,2.0
,5311,1,2.0
,4575,1,2.0
,3284,0,2.0
,2673,1,2.0
,9845,1,2.0
,3395,1,2.23606797749979
,1940,0,2.8284271247461903
,4236,0,3.0
,9585,0,3.0
,1796,1,3.0
,518,0,4.0
,423,1,4.0
,7840,1,4.0
,9962,1,4.0
,7104,1,5.0
,6113,1,5.0
,5129,1,5.0
,1225,1,5.0
,4296,1,5.0990195135927845
,42,0,39.05124837953327
,4098,1,50.009999000199954
,2259,1,80.28698524667621
,3037,0,200.032497359804
,6669,1,290.0017241328058
,6770,1,300.0266654815868
,2401,1,321.0389384482823
,7411,0,370.0013513488836
,7770,0,389.25826901942617
,6339,1,510.0009803912146
,6402,0,800.0056249802248
,5813,1,1485.2723655949435
,1410,0,2280.0002192982347
,9975,0,2960.0
,6366,1,3210.007788152546
,9784,1,3981.017583482897
,9833,1,4612.291079279364
