,datapoint,attr_val,score
,1191,0,0.0012815719006386607
,4720,1,0.002289860150533829
,3630,0,0.002396921722934597
,4406,0,0.002506190844149203
,7360,0,0.0031211877832111328
,9562,1,0.00407519606801982
,1883,1,0.005006296595369602
,4947,0,0.005164365108428068
,2731,1,0.005528673014775193
,5054,1,0.005662659293415884
,5751,0,0.005760749530651675
,4927,1,0.006859097451570262
,9492,0,0.007180382287089795
,4026,0,0.009125821365285978
,1557,1,0.009891097759192174
,3482,0,0.011626008303677344
,5918,0,0.012575
,2931,1,0.016666666666666666
,5191,1,0.016750118012911316
,8201,1,0.01678748513968702
,9998,1,0.016793999053626375
,5790,0,0.017142058894974544
,1736,1,0.01738240347168021
,2907,0,0.017541082262830746
,2289,1,0.019326692480596742
,8043,1,0.02100314502146652
,9626,0,0.025131502995592275
,7498,1,0.029681410093760283
,417,1,0.03333333333333333
,4837,1,0.03340636630248102
,9429,0,0.033438394008646656
,9739,1,0.033461288811600445
,2730,1,0.033572957653228534
,6012,0,0.03386122553274843
,1508,0,0.03416615254072596
,2125,1,0.03457874339290541
,4845,1,0.036494756259877546
,5502,0,0.03739063025350175
,4641,1,0.037681386046016466
,4908,1,0.040376414574346084
,5277,1,0.0430597102266358
,811,0,0.04888116096036306
,2935,1,0.05000003400601832
,2247,1,0.050426775963351066
,3407,1,0.05525235203078787
,1126,1,0.06734805930064416
,7377,1,0.06818414980922195
,5065,1,0.06884365369617633
,4526,1,0.08656040115083045
,4293,1,0.10147943544325487
