,datapoint,attr_val,score
,6824,1,1.0
,2464,1,1.0
,4480,1,1.0
,8894,1,1.0
,3511,1,1.0
,8759,0,1.0
,8545,1,1.0
,8281,1,1.0
,4571,1,1.0
,4971,1,1.4142135623730951
,4272,1,1.4142135623730951
,5766,0,1.4142135623730951
,1673,0,1.4142135623730951
,8435,1,1.4142135623730951
,2896,0,1.4142135623730951
,6779,1,1.4142135623730951
,6969,1,1.4142135623730951
,7486,1,1.7320508075688772
,1384,0,2.23606797749979
,6752,1,2.8284271247461903
,7839,0,3.0
,1845,0,5.0
,6546,0,7.0
,9726,0,7.14142842854285
,6080,1,14.071247279470287
,3685,1,35.18522417151837
,4128,1,44.01136216933078
,9653,1,52.00961449578339
,1546,0,79.0
,8033,0,83.00602387778855
,2938,1,101.0198000393982
,4305,1,103.05338422390601
,5283,0,126.00793625799923
,990,1,127.00393694685215
,3021,1,132.04923324275686
,569,1,141.0496366532009
,4772,0,286.0209782515961
,3126,1,394.0063451265728
,2592,0,425.02588156487604
,3339,1,533.0121949824413
,2950,0,607.0107083075222
,8947,1,660.0136362227677
,3448,1,851.0458272032124
,2691,1,956.0878620712638
,1753,0,1013.0853863322676
,3807,1,1524.0295272730118
,4457,1,2687.078525090028
,8741,1,3394.0822028937373
,9685,1,3453.943543256027
,4278,0,7142.286888665282
