,datapoint,attr_val,score
,8281,1,1.0
,8358,1,1.0
,9561,1,1.0
,4272,1,1.4142135623730951
,1934,1,1.4142135623730951
,1774,1,1.4142135623730951
,4662,0,2.23606797749979
,4861,1,2.23606797749979
,1605,1,2.23606797749979
,1231,0,2.449489742783178
,205,1,2.8284271247461903
,7839,0,3.0
,6809,1,3.3166247903554
,1223,0,5.0
,102,1,5.0990195135927845
,1466,0,5.291502622129181
,7220,0,15.1657508881031
,731,1,20.273134932713294
,4537,0,25.0
,7138,1,33.0
,3963,1,40.336088060197405
,6491,0,62.0
,9703,1,68.01470429252781
,2120,1,70.07139216541941
,847,0,81.01234473831752
,2992,1,84.00595217006949
,2728,0,86.0
,5222,1,91.06041950265768
,1479,1,93.04837451562494
,2746,1,93.15041599477695
,6870,1,98.0
,4165,0,109.00917392586737
,9356,1,122.0
,1401,0,135.00370365289984
,3876,0,140.00357138301865
,4755,0,145.00344823486094
,4273,1,150.0
,2254,1,160.0312469488381
,9656,1,172.07265907168403
,1032,0,174.02873325976952
,4296,1,184.02988887678
,4675,0,239.00418406379418
,1400,1,326.06441081479585
,4669,0,331.08156094835607
,9441,0,403.0459030929355
,1208,0,421.0035629302916
,540,1,446.0650176824002
,45,0,485.01649456487564
,4650,0,610.010655644637
,638,0,699.0793946326842
