,datapoint,attr_val,score
,7428,1,1.0
,7340,1,1.0
,7459,1,1.0
,5201,1,1.0
,7143,1,1.0
,7308,0,1.0
,1043,1,1.0
,2139,1,1.0
,3843,1,1.4142135623730951
,3435,0,1.4142135623730951
,5665,0,1.4142135623730951
,8182,1,1.4142135623730951
,8366,1,1.4142135623730951
,9868,0,1.4142135623730951
,63,1,1.4142135623730951
,7851,0,1.7320508075688772
,3836,0,1.7320508075688772
,6501,0,2.23606797749979
,3338,1,2.23606797749979
,4485,1,2.449489742783178
,6382,1,3.3166247903554
,5007,1,3.3166247903554
,2122,1,3.741657386773941
,504,0,9.0
,6923,0,29.0
,3685,1,35.18522417151837
,3489,1,42.02380277890139
,4688,1,45.055521304275246
,8706,0,57.05260730238365
,232,1,61.11464636239009
,9703,1,68.01470429252781
,4534,1,78.12809993849844
,4977,1,102.05390732353172
,4067,1,108.02777420645118
,9560,0,111.0
,843,1,116.00862036935014
,2248,0,139.00359707575916
,1471,0,168.02975926900567
,2827,1,186.03494295427402
,2043,1,219.24871721403525
,5102,1,293.0887237680768
,3728,1,305.05573261291124
,5202,0,346.0086704115953
,9819,0,349.0014326618159
,1451,1,371.0067384832788
,6611,0,381.0091862409618
,1675,0,512.0175778232618
,528,1,1096.01870421996
,3763,1,1445.0404838619575
,7456,0,2117.024326737886
