Dataset,User_N,SensitiveATT,Pro_N,Pro_percent,TargetAtt,Alpha,rKL,rND,rRD
german,190,attr_val,78,41,score,,0.026296425846877386,0.08478628903268795,0.12094754376037348
credit,4804,attr_val,3064,64,score,,0.02335192213451364,0.1534840744413588,0.2984718486363297
