Dataset,User_N,SensitiveATT,Pro_N,Pro_percent,TargetAtt,Alpha,rKL,rND,rRD
german,190,attr_val,78,41,score,,0.007546036834015266,0.0544662120270252,0.07597670565181167
credit,4804,attr_val,3064,64,score,,0.0122442175166994,0.0785248913264655,0.0731540887420581
