Dataset,User_N,SensitiveATT,Pro_N,Pro_percent,TargetAtt,Alpha,rKL,rND,rRD
german,50,attr_val,18,36,score,DPC32,0.04088147002443173,0.1632471158185049,0.0
credit,50,attr_val,32,64,score,DPC32,0.10715278889914791,0.33648821574083015,0.0
german,50,attr_val,18,36,score,DTC32,0.04088147002443173,0.1619826254791254,0.0
credit,50,attr_val,32,64,score,DTC32,0.11769131127469624,0.33648821574083015,0.0
german,50,attr_val,18,36,score,DIC32,0.04088147002443173,0.16453150354926466,0.0
credit,50,attr_val,32,64,score,DIC32,0.11164545433423448,0.33648821574083015,0.0
german,50,attr_val,15,30,score,DPC33,0.06033688324664205,0.22210097277625582,0.0
credit,50,attr_val,29,58,score,DPC33,0.027446724995590033,0.18569756415490124,0.0
german,50,attr_val,15,30,score,DTC33,0.06033688324664205,0.22764191047739393,0.0
credit,50,attr_val,29,58,score,DTC33,0.027446724995590033,0.18569756415490124,0.0
german,50,attr_val,15,30,score,DIC33,0.05459689959141852,0.20656782667945106,0.0
credit,50,attr_val,29,58,score,DIC33,0.027446724995590033,0.18569756415490124,0.0
german,50,attr_val,14,28,score,DPC34,0.017048262474183618,0.0897644624018983,0.0
credit,50,attr_val,29,58,score,DPC34,0.07224998893649642,0.23916621156963253,0.053571279142477904
german,50,attr_val,14,28,score,DTC34,0.017048262474183618,0.09050856698062167,0.0
credit,50,attr_val,29,58,score,DTC34,0.07224998893649642,0.23916621156963253,0.053571279142477904
german,50,attr_val,14,28,score,DIC34,0.017048262474183618,0.09050856698062167,0.0
credit,50,attr_val,29,58,score,DIC34,0.07038807562898113,0.23916621156963253,0.053571279142477904
german,50,attr_val,15,30,score,DPC35,0.08255198110503051,0.25987124114771426,0.0
credit,50,attr_val,28,56,score,DPC35,0.18506165371837774,0.35123742103511896,0.0
german,50,attr_val,15,30,score,DTC35,0.08255198110503051,0.2708593677735442,0.0
credit,50,attr_val,28,56,score,DTC35,0.18506165371837774,0.35123742103511896,0.0
german,50,attr_val,15,30,score,DIC35,0.08255198110503051,0.26199696107949155,0.0
credit,50,attr_val,28,56,score,DIC35,0.18506165371837774,0.35123742103511896,0.0
german,50,attr_val,17,34,score,DPC36,0.05798116738501564,0.1897164035592642,0.0
credit,50,attr_val,26,52,score,DPC36,0.12258373760029052,0.2889474215492335,0.0
german,50,attr_val,17,34,score,DTC36,0.05798116738501564,0.18371672548024964,0.0
credit,50,attr_val,26,52,score,DTC36,0.12258373760029052,0.2889474215492335,0.0
german,50,attr_val,17,34,score,DIC36,0.05798116738501564,0.18227563353675916,0.0
credit,50,attr_val,26,52,score,DIC36,0.12258373760029052,0.2889474215492335,0.0
german,50,attr_val,19,38,score,DPC37,0.050721723865933536,0.22097508090764686,0.0
credit,50,attr_val,25,50,score,DPC37,0.023434287228423088,0.14982015245796454,0.23524468359979145
german,50,attr_val,19,38,score,DTC37,0.050721723865933536,0.22373250047661616,0.0
credit,50,attr_val,25,50,score,DTC37,0.023434287228423088,0.14982015245796454,0.23524468359979145
german,50,attr_val,19,38,score,DIC37,0.050721723865933536,0.22030936420279426,0.0
credit,50,attr_val,25,50,score,DIC37,0.023434287228423088,0.14982015245796454,0.23524468359979145
german,50,attr_val,17,34,score,DPC38,0.037354858131966456,0.17678806997202073,0.0
credit,50,attr_val,29,58,score,DPC38,0.08802491317953777,0.32322151689428036,0.0
german,50,attr_val,17,34,score,DTC38,0.037354858131966456,0.17124109840095816,0.0
credit,50,attr_val,29,58,score,DTC38,0.08317321379951384,0.32322151689428036,0.0
german,50,attr_val,17,34,score,DIC38,0.037354858131966456,0.1739703797111088,0.0
credit,50,attr_val,29,58,score,DIC38,0.09067890442782255,0.32322151689428036,0.0
german,50,attr_val,19,38,score,DPC39,0.010153038708786043,0.09041898278423088,0.0
credit,50,attr_val,29,58,score,DPC39,0.029435580560083066,0.18573526207073102,0.3220744044145483
german,50,attr_val,19,38,score,DTC39,0.010153038708786043,0.09282908834686503,0.0
credit,50,attr_val,29,58,score,DTC39,0.028218113150867634,0.18573526207073102,0.3220744044145483
german,50,attr_val,19,38,score,DIC39,0.010153038708786043,0.09431051341635847,0.0
credit,50,attr_val,29,58,score,DIC39,0.029435580560083066,0.18573526207073102,0.3220744044145483
german,50,attr_val,18,36,score,DPC40,0.058351328388248115,0.22655910151707748,0.0
credit,50,attr_val,32,64,score,DPC40,0.0818108785247827,0.2477212780089284,0.06876262451285989
german,50,attr_val,18,36,score,DTC40,0.058351328388248115,0.22655910151707748,0.0
credit,50,attr_val,32,64,score,DTC40,0.09061765370917065,0.2477212780089284,0.06876262451285989
german,50,attr_val,18,36,score,DIC40,0.058351328388248115,0.22907112061164034,0.0
credit,50,attr_val,32,64,score,DIC40,0.08678932422760972,0.2477212780089284,0.06876262451285989
german,50,attr_val,19,38,score,DPC41,0.094296318439913,0.2632108521520953,0.0
credit,50,attr_val,26,52,score,DPC41,0.13749047603977418,0.37193357144921896,0.0
german,50,attr_val,19,38,score,DTC41,0.094296318439913,0.2652557189668259,0.0
credit,50,attr_val,26,52,score,DTC41,0.13749047603977418,0.37193357144921896,0.0
german,50,attr_val,19,38,score,DIC41,0.094296318439913,0.2632108521520953,0.0
credit,50,attr_val,26,52,score,DIC41,0.13749047603977418,0.37193357144921896,0.0
german,50,attr_val,19,38,score,DPC42,0.09247731868453499,0.25076631826441276,0.0
credit,50,attr_val,33,66,score,DPC42,0.07157160426977636,0.22168731594096278,0.011971861173908398
german,50,attr_val,19,38,score,DTC42,0.09247731868453499,0.24884793966837723,0.0
credit,50,attr_val,33,66,score,DTC42,0.0746533449856519,0.22168731594096278,0.011971861173908398
german,50,attr_val,19,38,score,DIC42,0.09247731868453499,0.2575033726883054,0.0
credit,50,attr_val,33,66,score,DIC42,0.0701569496543983,0.22168731594096278,0.011971861173908398
german,50,attr_val,18,36,score,DPC43,0.014391974568319109,0.11686778812074605,0.0
credit,50,attr_val,27,54,score,DPC43,0.0402954922285935,0.1927445389619122,0.04066391323477352
german,50,attr_val,18,36,score,DTC43,0.014391974568319109,0.11595547923189932,0.0
credit,50,attr_val,27,54,score,DTC43,0.0402954922285935,0.1927445389619122,0.04066391323477352
german,50,attr_val,18,36,score,DIC43,0.014391974568319109,0.1159554792318993,0.0
credit,50,attr_val,27,54,score,DIC43,0.0402954922285935,0.1927445389619122,0.04066391323477352
german,50,attr_val,19,38,score,DPC44,0.023484209041783017,0.1428693697108836,0.10643293255784364
credit,50,attr_val,30,60,score,DPC44,0.05267797861797009,0.1511320832700954,0.0
german,50,attr_val,19,38,score,DTC44,0.023484209041783017,0.14220482062871168,0.10643293255784364
credit,50,attr_val,30,60,score,DTC44,0.049495981543378885,0.1511320832700954,0.0
german,50,attr_val,19,38,score,DIC44,0.023484209041783017,0.1444211601253801,0.10643293255784364
credit,50,attr_val,30,60,score,DIC44,0.05267797861797009,0.1511320832700954,0.0
german,50,attr_val,18,36,score,DPC45,0.08440691236914889,0.2885262716543266,0.0
credit,50,attr_val,30,60,score,DPC45,0.01759549093787739,0.152700435052074,0.0
german,50,attr_val,18,36,score,DTC45,0.08440691236914889,0.2885262716543266,0.0
credit,50,attr_val,30,60,score,DTC45,0.01865799490432117,0.152700435052074,0.0
german,50,attr_val,18,36,score,DIC45,0.08440691236914889,0.28852627165432665,0.0
credit,50,attr_val,30,60,score,DIC45,0.018438622339335946,0.152700435052074,0.0
german,50,attr_val,18,36,score,DPC46,0.04524230793420383,0.1783584312968902,0.011832342329889736
credit,50,attr_val,34,68,score,DPC46,0.009625770986695887,0.12307978328973485,0.12812125069371133
german,50,attr_val,18,36,score,DTC46,0.04524230793420383,0.17695515149199634,0.011832342329889736
credit,50,attr_val,34,68,score,DTC46,0.01084223358494696,0.12307978328973485,0.12812125069371133
german,50,attr_val,18,36,score,DIC46,0.04524230793420383,0.1783584312968902,0.011832342329889736
credit,50,attr_val,34,68,score,DIC46,0.01077767534474899,0.12307978328973485,0.12812125069371133
german,50,attr_val,19,38,score,DPC47,0.04255712186884016,0.2072596430291129,0.0
credit,50,attr_val,26,52,score,DPC47,0.008003248584988742,0.08552136571224424,0.04919868034148354
german,50,attr_val,19,38,score,DTC47,0.04255712186884016,0.20406409747998064,0.0
credit,50,attr_val,26,52,score,DTC47,0.008003248584988742,0.08552136571224424,0.04919868034148354
german,50,attr_val,19,38,score,DIC47,0.04255712186884016,0.2046854933631985,0.0
credit,50,attr_val,26,52,score,DIC47,0.008003248584988742,0.08552136571224424,0.04919868034148354
german,50,attr_val,17,34,score,DPC48,0.013355257331021823,0.0990158991456299,0.0
credit,50,attr_val,23,46,score,DPC48,0.02223446364968906,0.15602604226855657,0.24818270115257463
german,50,attr_val,17,34,score,DTC48,0.013355257331021823,0.0990158991456299,0.0
credit,50,attr_val,23,46,score,DTC48,0.02223446364968906,0.15126745025210253,0.24818270115257463
german,50,attr_val,17,34,score,DIC48,0.013355257331021823,0.10060671547493072,0.0
credit,50,attr_val,23,46,score,DIC48,0.02223446364968906,0.1532494953560193,0.24818270115257463
german,50,attr_val,21,42,score,DPC49,0.0931079818362251,0.32422416497729295,0.0
credit,50,attr_val,23,46,score,DPC49,0.22910003780014945,0.42330675006676693,0.009539019266360775
german,50,attr_val,21,42,score,DTC49,0.0931079818362251,0.3362977662550254,0.0
credit,50,attr_val,23,46,score,DTC49,0.22910003780014945,0.4403361187276365,0.009539019266360775
german,50,attr_val,21,42,score,DIC49,0.0931079818362251,0.32780945564964803,0.0
credit,50,attr_val,23,46,score,DIC49,0.22910003780014945,0.45007533599813404,0.009539019266360775
