Dataset,User_N,SensitiveATT,Pro_N,Pro_percent,TargetAtt,Alpha,rKL,rND,rRD
german,50,attr_val,16,32,score,DIC34,0.013096155742060165,0.08495634708469213,0.05085323474114048
credit,50,attr_val,33,66,score,DIC34,0.005627901684651695,0.07716153616851447,0.08863624558700045
german,50,attr_val,20,40,score,DPC35,0.017152721918111125,0.09678920474780245,0.0
credit,50,attr_val,33,66,score,DPC35,0.04096199786700176,0.2104166871252274,0.09580718663924837
german,50,attr_val,20,40,score,DTC35,0.017152721918111125,0.093154871881134,0.0
credit,50,attr_val,33,66,score,DTC35,0.03425451184746226,0.2104166871252274,0.09580718663924837
german,50,attr_val,20,40,score,DIC35,0.017152721918111125,0.0986431795311869,0.0
credit,50,attr_val,33,66,score,DIC35,0.031362784849542254,0.2104166871252274,0.09580718663924837
german,50,attr_val,19,38,score,DPC36,0.09131417563827397,0.25975196767112224,0.40995387021992125
credit,50,attr_val,35,70,score,DPC36,0.023085547449879056,0.18858823013919396,0.3851783617091821
german,50,attr_val,19,38,score,DTC36,0.09131417563827397,0.25577772887775313,0.40995387021992125
credit,50,attr_val,35,70,score,DTC36,0.01818768591416395,0.18858823013919396,0.3851783617091821
german,50,attr_val,19,38,score,DIC36,0.09131417563827397,0.2585344029636791,0.40995387021992125
credit,50,attr_val,35,70,score,DIC36,0.017035015976194848,0.18858823013919396,0.3851783617091821
german,50,attr_val,18,36,score,DPC37,0.011539675424997094,0.10281402314065692,0.09319803889897016
credit,50,attr_val,28,56,score,DPC37,0.04922658472346042,0.22997791200612694,0.05497298413827665
german,50,attr_val,18,36,score,DTC37,0.011539675424997094,0.10281402314065692,0.09319803889897016
credit,50,attr_val,28,56,score,DTC37,0.04935403546076651,0.22997791200612694,0.05497298413827665
german,50,attr_val,18,36,score,DIC37,0.011539675424997094,0.10444468312559328,0.09319803889897016
credit,50,attr_val,28,56,score,DIC37,0.04935403546076651,0.22997791200612694,0.05497298413827665
german,50,attr_val,17,34,score,DPC38,0.020283031681727598,0.11648631171839752,0.21132851265088268
credit,50,attr_val,34,68,score,DPC38,0.023111205528394727,0.14508398985429036,0.11760039049229389
german,50,attr_val,17,34,score,DTC38,0.020283031681727598,0.11648631171839752,0.21132851265088268
credit,50,attr_val,34,68,score,DTC38,0.016286304213203213,0.14508398985429036,0.11760039049229389
german,50,attr_val,17,34,score,DIC38,0.020283031681727598,0.11834289822963903,0.21132851265088268
credit,50,attr_val,34,68,score,DIC38,0.01915997926942329,0.14508398985429036,0.11760039049229389
german,50,attr_val,23,46,score,DPC39,0.04628968668060984,0.18722537683103804,0.19735155988380734
credit,50,attr_val,31,62,score,DPC39,0.001049005623515409,0.03694307419179284,0.059546445783063624
german,50,attr_val,23,46,score,DTC39,0.04628968668060984,0.18722537683103807,0.19735155988380734
credit,50,attr_val,31,62,score,DTC39,0.0009542427267562727,0.03694307419179284,0.059546445783063624
german,50,attr_val,23,46,score,DIC39,0.04628968668060984,0.19385940429850032,0.19735155988380734
credit,50,attr_val,31,62,score,DIC39,0.0009125078762180522,0.03694307419179284,0.059546445783063624
german,50,attr_val,24,48,score,DPC40,0.06949555809590638,0.2572608059670483,0.34119154532229773
credit,50,attr_val,40,80,score,DPC40,0.02779008980252851,0.22174808540886842,0.0
german,50,attr_val,24,48,score,DTC40,0.06949555809590638,0.2572608059670483,0.34119154532229773
credit,50,attr_val,40,80,score,DTC40,0.023437748526663988,0.22174808540886842,0.0
german,50,attr_val,24,48,score,DIC40,0.06949555809590638,0.24834919096130523,0.34119154532229773
credit,50,attr_val,40,80,score,DIC40,0.029571820485105767,0.22174808540886842,0.0
german,50,attr_val,25,50,score,DPC41,0.015330427700065808,0.10211063462294385,0.1614956374733286
credit,50,attr_val,32,64,score,DPC41,0.008301978786687678,0.10922938299944597,0.15410661121401922
german,50,attr_val,25,50,score,DTC41,0.015330427700065808,0.10211063462294385,0.1614956374733286
credit,50,attr_val,32,64,score,DTC41,0.008141115642494041,0.10922938299944597,0.15410661121401922
german,50,attr_val,25,50,score,DIC41,0.015330427700065808,0.10211063462294385,0.1614956374733286
credit,50,attr_val,32,64,score,DIC41,0.00758402750401396,0.10922938299944597,0.15410661121401922
german,50,attr_val,24,48,score,DPC42,0.02994805924835696,0.19395056669443586,0.30583666203211135
credit,50,attr_val,35,70,score,DPC42,0.01121998738270158,0.10085491671219103,0.0
german,50,attr_val,24,48,score,DTC42,0.02994805924835696,0.19112388604246294,0.30583666203211135
credit,50,attr_val,35,70,score,DTC42,0.012798425027925827,0.10085491671219103,0.0
german,50,attr_val,24,48,score,DIC42,0.02994805924835696,0.19786939698132786,0.30583666203211135
credit,50,attr_val,35,70,score,DIC42,0.013715745599492065,0.10085491671219103,0.0
german,50,attr_val,15,30,score,DPC43,0.0497544862368716,0.14743059200881428,0.25539905399222457
credit,50,attr_val,37,74,score,DPC43,0.023489594333071653,0.17127834339307876,0.08225267254531893
german,50,attr_val,15,30,score,DTC43,0.0497544862368716,0.14622462498221,0.25539905399222457
credit,50,attr_val,37,74,score,DTC43,0.020109559153769066,0.17127834339307876,0.08225267254531893
german,50,attr_val,15,30,score,DIC43,0.0497544862368716,0.1486566165437386,0.25539905399222457
credit,50,attr_val,37,74,score,DIC43,0.01547230107607018,0.17127834339307876,0.08225267254531893
german,50,attr_val,19,38,score,DPC44,0.0019153302361865252,0.04504181930666614,0.013690585152506683
credit,50,attr_val,28,56,score,DPC44,0.032949811706957925,0.1810654642465084,0.010180182247828986
german,50,attr_val,19,38,score,DTC44,0.0019221381123068915,0.045394485912374084,0.013690585152506683
credit,50,attr_val,28,56,score,DTC44,0.03295939916258441,0.1810654642465084,0.010180182247828986
german,50,attr_val,19,38,score,DIC44,0.0019221381123068915,0.04589534903364263,0.013690585152506683
credit,50,attr_val,28,56,score,DIC44,0.03295939916258441,0.1810654642465084,0.010180182247828986
german,50,attr_val,17,34,score,DPC45,0.020110278250033253,0.11485473238306829,0.19660156553038022
credit,50,attr_val,29,58,score,DPC45,0.05143064859910522,0.22742393964039734,0.3465738477437439
german,50,attr_val,17,34,score,DTC45,0.020110278250033253,0.11670001970913425,0.19660156553038022
credit,50,attr_val,29,58,score,DTC45,0.05143064859910522,0.22742393964039734,0.3465738477437439
german,50,attr_val,17,34,score,DIC45,0.020110278250033253,0.11670001970913425,0.19660156553038022
credit,50,attr_val,29,58,score,DIC45,0.05143064859910522,0.22742393964039734,0.3465738477437439
german,50,attr_val,15,30,score,DPC46,0.02740862498878946,0.11404320907356898,0.0
credit,50,attr_val,33,66,score,DPC46,0.00777552933804223,0.10668072244862806,0.10707759300449021
german,50,attr_val,15,30,score,DTC46,0.02740862498878946,0.11404320907356898,0.0
credit,50,attr_val,33,66,score,DTC46,0.006000299944733015,0.10668072244862806,0.10707759300449021
german,50,attr_val,15,30,score,DIC46,0.027097645042427405,0.11404320907356898,0.0
credit,50,attr_val,33,66,score,DIC46,0.006715763728535455,0.10668072244862806,0.10707759300449021
german,50,attr_val,20,40,score,DPC47,0.02135072933927962,0.1259408488450263,0.21379117135744935
credit,50,attr_val,28,56,score,DPC47,0.03697912427620927,0.18365427106280025,0.28999904039189733
german,50,attr_val,20,40,score,DTC47,0.02135072933927962,0.1249732131118563,0.21379117135744935
credit,50,attr_val,28,56,score,DTC47,0.03667641027084221,0.18365427106280025,0.28999904039189733
german,50,attr_val,20,40,score,DIC47,0.02135072933927962,0.12831919646733078,0.21379117135744935
credit,50,attr_val,28,56,score,DIC47,0.03697912427620927,0.18365427106280025,0.28999904039189733
german,50,attr_val,18,36,score,DPC48,0.0035144958141351003,0.049338964930395336,0.011832342329889736
credit,50,attr_val,31,62,score,DPC48,0.011611549607527694,0.11845620387341294,0.026235792335289727
german,50,attr_val,18,36,score,DTC48,0.0035144958141351003,0.04895077821795481,0.011832342329889736
credit,50,attr_val,31,62,score,DTC48,0.012417038463921042,0.11845620387341294,0.026235792335289727
german,50,attr_val,18,36,score,DIC48,0.0035144958141351003,0.04856865213511952,0.011832342329889736
credit,50,attr_val,31,62,score,DIC48,0.011407460341527082,0.11845620387341294,0.026235792335289727
german,50,attr_val,14,28,score,DPC49,0.15664930994488271,0.2829985519696228,0.0
credit,50,attr_val,32,64,score,DPC49,0.018765937026429928,0.16857995281007426,0.10819777896893498
german,50,attr_val,14,28,score,DTC49,0.15664930994488271,0.2853640841180216,0.0
